获奖年度,获奖奖种,获奖编号,获奖项目名称,项目完成单位
2023,自然科学奖,2023-Z05-2-10-R02,复杂工况下机械系统故障特征提取及预示理论与方法,胥永刚
2023,科学技术进步奖,2023-J04-1-01-D02,风云三号黎明星工程研制与应用,
2023,技术发明奖,2023-F01-2-05-R02,“声纹＋”可信身份认证关键技术与应用,徐明星
2023,自然科学奖,2023-Z04-2-04-R07,PTEN 家族在肿瘤发生发展中的作用和机制研究,陈　西
2023,科学技术进步奖,2023-J05-2-02-D03,城市燃气隐蔽工程抢险施工及数字赋能关键技术研究与应用,
2023,自然科学奖,2023-Z05-2-12-R01,机械装备运动部件强化修复涂层设计、成形理论与长效安全服役,马国政
2023,自然科学奖,2023-Z04-1-03-R13,机械力受体PIEZO的结构功能机制,陈旭东
2023,科学技术进步奖,2023-J02-2-11-D01,中国民航运价核心系统关键技术自主突破及大规模应用,
2023,技术发明奖,2023-F06-2-02-R03,复杂油气井泡沫固井技术创新及工业化应用,肖京男
2023,科学技术进步奖,2023-J09-2-11-R10,大容量长柔叶片弯扭耦合技术开发与应用,李成良
2023,自然科学奖,2023-Z03-2-05-R04,掺杂策略设计先进电化学材料及关键科学问题研究,伊　丁
2023,科学技术进步奖,2023-J10-2-03-R03,装配式混凝土住宅性能提升、智能建造关键技术及规模化应用,任成传
2023,科学技术进步奖,2023-J10-2-05-R09,基于京津冀地区尾矿废石利用的高品质骨料及混凝土技术开发与应用,王　波
2023,自然科学奖,2023-Z02-2-08-R02,结构化多进制纠错编译码理论与方法,宋李园
2023,科学技术进步奖,2023-J10-1-02-R11,地下结构与土体一体化抗震设计理论、标准及工程应用,李云屹
2023,科学技术进步奖,2023-J12-2-01-R02,口蹄疫防控技术体系产品创制及产业化,靳　野
2023,科学技术进步奖,2023-J12-1-01-R02,农产品危害因子靶向识别材料库构建和速测关键技术开发及应用,万宇平
2023,科学技术进步奖,2023-J09-2-11-D05,大容量长柔叶片弯扭耦合技术开发与应用,
2023,科学技术进步奖,2023-J02-1-05-R06,航天复杂安全攸关嵌入式控制软件开发关键技术与应用,陈　尧
2023,科学技术进步奖,2023-J02-2-01-R05,数智航天发射关键技术研究及推广应用,顾　美
2023,自然科学奖,2023-Z02-2-04-D02,微表情表达机制与稀疏深度运动感知研究,
2023,技术发明奖,2023-F01-2-02-R03,中国文字的字体智能计算方法与自动生成关键技术,肖建国
2023,技术发明奖,2023-F02-2-04-R02,超深层各向异性介质全波形反演与地震成像方法及软件,陈业全
2023,科学技术进步奖,2023-J05-2-05-D02,重点场所人员安全监管微剂量智能探测技术及应用,
2023,科学技术进步奖,2023-J12-2-05-R02,黄瓜高通量分子育种技术创新与新品种选育,毛爱军
2023,科学技术进步奖,2023-J09-2-09-R10,复杂断陷勘探理论技术创新与京东南油气规模储量发现,张锐锋
2023,技术发明奖,2023-F04-2-02-D02,可维护飞行器先进设计与制造技术,
2023,科学技术进步奖,2023-J01-1-03-R11,轻型甚高分辨率多用途智能相机技术及空间应用,李　凌
2023,科学技术进步奖,2023-J12-2-04-R08,智能灌溉装备研发及技术应用,于景鑫
2023,科学技术进步奖,2023-J02-2-13-R03,人工智能放疗技术体系的创建及应用,陈辛元
2023,科学技术进步奖,2023-J02-1-01-R10,北斗全球系统试验卫星在轨验证关键技术及应用,王茂磊
2023,科学技术进步奖,2023-J05-1-02-R01,航天大型复杂构件精准成形关键技术与装备开发及应用,王德成
2023,自然科学奖,2023-Z04-2-05-R03,新型天然免疫模式识别的功能和分子机制,郭琦瑞
2023,科学技术进步奖,2023-J02-2-12-R07,关键信息基础设施数据安全治理关键技术与应用,窦　钊
2023,科学技术进步奖,2023-J09-1-03-D06,超高速真空机械开关关键技术及应用,
2023,技术发明奖,2023-F01-2-01-R08,中远红外量子级联激光器关键技术及应用,李　宝
2023,科学技术进步奖,2023-J02-2-08-R03,面向数据要素价值化的数据融通平台与应用,林镇阳
2023,科学技术进步奖,2023-J02-2-05-D04,面向多领域基础设施的智能运维系统研发与产业化,
2023,技术发明奖,2023-F02-2-02-D01,高温超导磁体多物理场设计方法、关键技术及其应用,
2023,科学技术进步奖,2023-J09-2-04-R07,陆相淡水湖盆致密油页岩油地质理论和评价技术与重大应用,陈燕燕
2023,科学技术进步奖,2023-J09-2-11-D04,大容量长柔叶片弯扭耦合技术开发与应用,
2023,科学技术进步奖,2023-J11-2-02-D05,城市多模式交通运行状态实时预测与智能管理关键技术及应用,
2023,科学技术进步奖,2023-J04-1-03-R05,低维护-短流程膜法水处理技术与应用,肖　峰
2023,科学技术进步奖,2023-J02-1-05-R14,航天复杂安全攸关嵌入式控制软件开发关键技术与应用,钟睿明
2023,科学技术进步奖,2023-J12-2-01-R01,口蹄疫防控技术体系产品创制及产业化,肖　进
2023,科学技术进步奖,2023-J05-2-04-D03,城市电网链生灾害影响预测和智能应急关键技术及应用,
2023,科学技术进步奖,2023-J04-2-08-R05,复杂地层油基钻完井液技术及工业化应用,李兴春
2023,科学技术进步奖,2023-J03-2-02-R04,超低温容器用钢全流程制造关键技术开发及创新,吕延春
2023,技术发明奖,2023-F03-2-03-D02,高性能光学微透镜精密高效模压制造技术及应用,
2023,科学技术进步奖,2023-J11-1-01-D06,车辆底盘线控关键技术及产业化应用,
2023,科学技术进步奖,2023-J03-2-03-R06,车用高性能燃料电池关键材料、技术及应用,葛荣军
2023,科学技术进步奖,2023-J13-2-01-D05,科学护眼科技同行近视防控科普系列作品,
2023,科学技术进步奖,2023-J01-2-02-R03,中法海洋卫星新体制全球海面风场微波散射测量技术开发及应用,林文明
2023,科学技术进步奖,2023-J01-2-05-R03,面向智能终端的新型柔性折叠关键技术研发及应用,张　然
2023,科学技术进步奖,2023-J12-2-03-R03,抗旱节水杨树新品种定向创制与示范应用,杜庆章
2023,科学技术进步奖,2023-J11-2-05-R04,卫星电推进氙气加注与微流量精确调控关键技术及应用,刘锦涛
2023,科学技术进步奖,2023-J06-1-04-R09,脑血管高危斑块及血栓磁共振精确定量检测关键技术与推广应用,朱华彬
2023,自然科学奖,2023-Z05-2-01-R04,空间天气日冕行星际过程建模研究,杨利平
2023,技术发明奖,2023-F01-2-01-R04,中远红外量子级联激光器关键技术及应用,卓　宁
2023,科学技术进步奖,2023-J05-2-08-R05,应急现场协同感知与融合推演关键技术及应用,杨继星
2023,科学技术进步奖,2023-J11-1-01-D04,车辆底盘线控关键技术及产业化应用,
2023,科学技术进步奖,2023-J05-2-06-R06,地质-化学-工程协同提高低渗/非常规油气采收率技术及规模应用,师巍锋
2023,科学技术进步奖,2023-J08-2-03-R06,“生熟异治”中药饮片炮制及质量评价关键技术研究与应用,翟为民
2023,自然科学奖,2023-Z01-2-06-R02,神经疾病发作和调控的动力学理论与方法,樊登贵
2023,自然科学奖,2023-Z05-2-10-D01,复杂工况下机械系统故障特征提取及预示理论与方法,
2023,科学技术进步奖,2023-J01-2-08-R07,火星安全着陆与科学巡视光电感知技术及应用,吴奋陟
2023,科学技术进步奖,2023-J09-2-05-D01,面向新能源消纳能力提升的绿色电力市场关键技术及应用,
2023,科学技术进步奖,2023-J06-2-10-R09,综合征性脊柱侧凸诊疗体系的建立及推广应用,庄乾宇
2023,自然科学奖,2023-Z01-2-06-D02,神经疾病发作和调控的动力学理论与方法,
2023,科学技术进步奖,2023-J05-1-01-R12,航天耐高温异型薄壁复杂结构件高效加工与检测技术开发及应用,杨湘雨
2023,科学技术进步奖,2023-J09-2-03-R08,互联大电网在线混合仿真与智能态势评估关键技术及应用,冯长有
2023,科学技术进步奖,2023-J10-2-01-D06,隧道与地下工程智能建造装备研究与工程应用,
2023,科学技术进步奖,2023-J04-2-04-R06,城市水体返黑返臭精准诊断与多界面协同修复关键技术及应用,张云富
2023,科学技术进步奖,2023-J09-1-04-R05,主动配电网能量管理与集群控制系统、装备及其应用,刘海涛
2023,科学技术进步奖,2023-J06-1-02-D02,髋关节发育不良诊疗关键技术的建立与应用推广,
2023,科学技术进步奖,2023-J06-1-03-R14,急性主动脉综合征精准诊断及临床疗效提升技术创新与推广,李锦章
2023,科学技术进步奖,2023-J12-2-02-R05,设施蔬菜绿色高效精准生产关键技术装备研发与应用,张　义
2023,科学技术进步奖,2023-J06-2-05-R04,心血管计算机断层扫描与磁共振成像关键技术的创新与应用,唐春香
2023,科学技术进步奖,2023-J09-1-01-R13,大型粒子加速器多频段高性能超导腔系统自主创新研发及工程应用,常正则
2023,科学技术进步奖,2023-J03-2-01-R01,微弱信号探测用高性能光纤倒像器制备关键技术及应用,贾金升
2023,科学技术进步奖,2023-J02-2-13-R08,人工智能放疗技术体系的创建及应用,马翔宇
2023,科学技术进步奖,2023-J11-1-01-R14,车辆底盘线控关键技术及产业化应用,邓钧君
2023,科学技术进步奖,2023-J12-1-02-R14,华西牛新品种培育与联合育种创新应用,伊布勒图
2023,科学技术进步奖,2023-J01-1-02-R14,低成本Q/V/Ka频段低轨宽带通信卫星批量研制及应用,常　明
2023,技术发明奖,2023-F02-1-01-R07,三床多分级多流程多燃料循环流化床清洁高效燃烧技术及应用,陈梅倩
2023,科学技术进步奖,2023-J08-1-01-R14,常见功能性胃肠病脑肠同调新治则及疗效评价方法 ,王　萍
2023,技术发明奖,2023-F01-2-02-R06,中国文字的字体智能计算方法与自动生成关键技术,陈　恳
2023,科学技术进步奖,2023-J02-1-02-R13,大规模异质知识计算关键技术及应用,吴宇鹏
2023,科学技术进步奖,2023-J09-2-05-R05,面向新能源消纳能力提升的绿色电力市场关键技术及应用,程晓春
2023,科学技术进步奖,2023-J02-1-02-R01,大规模异质知识计算关键技术及应用,张世琨
2023,科学技术进步奖,2023-J01-2-06-R10,能源电力物联自主可控关键技术、成套装备及推广应用,黎金旺
2023,自然科学奖,2023-Z01-1-01-R02,二维材料的拓扑新物态及能带调控,邓　可
2023,自然科学奖,2023-Z05-2-01-R05,空间天气日冕行星际过程建模研究,向长青
2023,科学技术进步奖,2023-J04-2-06-D01,北京冬奥会延庆赛区生态保护修复关键技术与应用,
2023,自然科学奖,2023-Z03-2-06-R06,气体水合物形成的热/动力学机理模型与过程调控方法,穆　亮
2023,科学技术进步奖,2023-J02-1-03-R10,适变复杂电磁环境的超密集移动通信网络关键技术与应用,熊健翔
2023,科学技术进步奖,2023-J05-1-02-D03,航天大型复杂构件精准成形关键技术与装备开发及应用,
2023,科学技术进步奖,2023-J02-2-02-R04,面向双碳优化的高效能数据中心关键技术研究与应用,蒋　炜
2023,科学技术进步奖,2023-J09-1-02-R06,海上风电全过程协同开发关键技术及工程应用,刘　楠
2023,科学技术进步奖,2023-J01-2-06-R08,能源电力物联自主可控关键技术、成套装备及推广应用,马　跃
2023,科学技术进步奖,2023-J11-2-01-D01,城市轨道交通运营风险主动防控关键技术与应用,
2023,科学技术进步奖,2023-J09-1-02-D10,海上风电全过程协同开发关键技术及工程应用,
2023,科学技术进步奖,2023-J06-2-05-R09,心血管计算机断层扫描与磁共振成像关键技术的创新与应用,王　辉
2023,科学技术进步奖,2023-J02-2-08-R05,面向数据要素价值化的数据融通平台与应用,林拥军
2023,科学技术进步奖,2023-J05-1-01-R06,航天耐高温异型薄壁复杂结构件高效加工与检测技术开发及应用,李文庆
2023,自然科学奖,2023-Z04-1-03-R07,机械力受体PIEZO的结构功能机制,林　超
2023,科学技术进步奖,2023-J11-2-02-R06,城市多模式交通运行状态实时预测与智能管理关键技术及应用,朱丽云
