企业名称,统一社会信用代码
北京市房山区城市管理委员会,
北京市房山区城市管理委员会,
北京市房山区城市管理委员会,
北京市房山区城市管理委员会,
北京市房山区城市管理委员会,
北京畅的科技开发有限公司,9.11E+17
北京市基础设施投资有限公司,
北京市密云区卫生健康委员会,11110228335493628D
北京市绿化隔离地区基础设施开发建设有限公司,91110000733447256M
北京市公安局平谷分局,11110000000026884K
北京市房山区十渡镇人民政府,11110111000078449G
北京市房山区良乡镇人民政府,11110111000078377P
良乡镇人民政府,
良乡镇人民政府,
北京市房山区良乡镇人民政府,11110111000078377P
北京市房山区阎村镇人民政府,11110111000078537Y
北京科利源热电有限公司,9.11E+17
北京长丰园供暖中心,91110115769360494H
北京畅的科技开发有限公司,9.11E+17
北京畅的科技开发有限公司,9.11E+17
北京市门头沟区潭柘寺镇人民政府,11110109000073373B
北京环境卫生工程集团有限公司,9.11E+17
北京市自来水集团有限责任公司,91110000101358044Q
北京市海淀区城市管理委员会,
北京市燃气集团有限责任公司,91110000795951626B
北京市顺义区后沙峪镇人民政府,1.11E+17
北京市气象局,12100000400018760C
北京市交通委员会,11110000000021063W
北京公共交通控股（集团）有限公司,9111000010110591XL
北京博大开拓热力有限公司,91110302101182835B
北京市交通委员会大兴公路分局,
北京市基础设施投资有限公司,
北京古北水镇旅游有限公司,91110000558520275H
北京市房山区城市管理委员会,
北京市房山区城市管理委员会,
北京市房山区城市管理委员会,
北京市房山区城市管理委员会,
北京市交通委员会怀柔公路分局,12110000400709158P
北京市交通委员会顺义公路分局,1211000040070914XP
北京城市副中心投资建设集团有限公司,9.11E+17
北京市文化市场行政执法总队,
北京市西城区园林市政管理中心,12110102400793492N
市司法局,
怀柔区城市管理委员会,
北京市密云区城市管理委员会,11110228000108118F
国网北京市电力公司,9.11E+17
北京市自来水集团有限责任公司,91110000101358044Q
北京市自来水集团有限责任公司,91110000101358044Q
北京市怀柔区生态环境建设特色示范区工作领导小组办公室,
北京市昌平区生态环境建设领导小组办公室,
北京市延庆区生态环境建设办公室,
北京市顺义区牛栏山镇人民政府,1.11E+17
北京顺义市政控股有限责任公司,91110113MA002PG83K
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
北京市房山区生态环境建设办公室,11110111695027030L
北京市消防救援总队,1.11E+17
北京市密云区生态环境建设领导小组办公室,
北京市消防救援总队,1.11E+17
北京宏驰建筑工程中心,91110115102834225Q
北京市海淀区商务局,1111010876629206XR
石景山区商务委员会,
房山区商务委员会,
西城区商务委,
朝阳区商务委员会,
北京市平谷区国家生态环境建设领导小组办公室,
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
北京市园林绿化局防沙治沙办公室,
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
北京市门头沟区生态环境综合治理项目管理办公室（临时）,
北京市基础设施投资有限公司,
北京永昌隆明珠供热服务有限公司,9.11E+17
北京新航城开发建设有限公司,91110000MA00A22E4K
北京新航城开发建设有限公司,91110000MA00A22E4K
北京北燃热力有限公司,91110115MA002NW20X
北京北燃热力有限公司,91110115MA002NW20X
依科瑞德（北京）能源科技有限公司,
房山区霞云岭乡人民政府,
怀柔区城市管理委员会,
北京首资新能源科技有限公司,91110106593825269X
北京市密云区古北口镇人民政府,1111022800010845XM
北京新航城控股有限公司,9.11E+17
北京建工国通建设公司,
北京热必达供暖有限公司,91110228795106393X
北京恒通园供暖有限公司,91110228788966934G
北京建工国通建设公司,
北京市通州区体育局,1.11E+17
北京建工国通建设公司,
北汽特来电（北京）新能源科技有限公司,
北京市房山区园林绿化局,
万帮金之星科技（北京）有限公司,
北京市朝阳区公安消防支队,
北京市自来水集团有限责任公司,91110000101358044Q
北京市自来水集团有限责任公司,91110000101358044Q
北京市自来水集团有限责任公司,91110000101358044Q
北京北控京奥建设有限公司,91110229MA00BTBL8R
北京北控京奥建设有限公司,91110229MA00BTBL8R
海特光电有限责任公司,91110000710925083C
北京市怀柔区喇叭沟门满族乡人民政府等5家单位,
北京市顺义区北小营镇人民政府,1111011000009334XM
北京龙泉宾馆有限公司,9.11E+17
北京中粮龙泉山庄有限公司,91110109102326749P
国网北京市电力公司,9.11E+17
北京市热力集团有限责任公司,91110000101100238R
北京多达通能源科技有限公司,91110109MA008CB97T
北京市密云区城市管理委员会,11110228000108118F
国网北京市电力公司,9.11E+17
中信金陵酒店有限公司,9111011705357215XB
北汽特来电（北京）新能源科技有限公司,
北京市民政局,11110000000021039C
北京天宁华韵文化科技有限公司,91110102344290195W
北京市密云区太师屯镇人民政府,11110228000108441X
北京首华物业管理有限公司,9.11E+17
北京市石景山区五里坨医院,12110107400867084M
北京畅的科技开发有限公司,9.11E+17
北京市房山区长沟镇政府,
北京市房山区长沟镇政府,
北京市公安局平谷分局,11110000000026884K
北京北燃绿谷供热科技发展有限公司,9111011759766110XK
北京北燃绿谷供热科技发展有限公司,9111011759766110XK
万帮金之星科技（北京）有限公司,
协鑫瑞通电网投资有限公司,9.11E+17
北京市自来水集团有限责任公司,91110000101358044Q
北京市密云水库管理处,12110000400638839X
北京市密云水库管理处,12110000400638839X
万帮金之星科技（北京）有限公司,
北京市房山区良乡镇人民政府,11110111000078377P
智电速能（北京）新能源科技有限公司,
协鑫瑞通电网投资有限公司,9.11E+17
北京万京新能源科技有限公司,91110111MA005N8914
北京北控京奥建设有限公司,91110229MA00BTBL8R
万帮金之星科技（北京）有限公司,
中国医学科学院北京协和医院,12100000400012916R
北京星湖投资开发公司,9.11E+17
北京星湖投资开发公司,9.11E+17
北京市自来水集团有限责任公司,91110000101358044Q
北京市房山区园林绿化局,
丰台区园林绿化局,
门头沟区园林绿化局,
北京市顺义区园林绿化局,
昌平区园林绿化局,
北京市平谷区园林绿化局,
北京市怀柔区园林绿化局,
密云区园林绿化局,
北京市延庆区园林绿化局,
北京市大兴区园林绿化局,1.11E+17
北京市朝阳区十八里店乡人民政府,11110105000053639H
北京市朝阳区十八里店乡人民政府,11110105000053639H
北京市海淀区园林绿化局,
北京市顺义区园林绿化局,
昌平区园林绿化局,
北京市房山区园林绿化局,
门头沟区园林绿化局,
北京市平谷区园林绿化局,
北京市怀柔区园林绿化局,
密云区园林绿化局,
密云区园林绿化局,
北京市延庆区园林绿化局,
北京市朝阳区十八里店乡人民政府,11110105000053639H
北京市朝阳区王四营乡人民政府,11110105000053516G
北京市朝阳区来广营乡人民政府,11110105000053612R
城关街道办事处,
北京市朝阳区园林绿化局,11110105733481657Q
北京市监狱管理局,11110000000029612G
北京市公安局门头沟分局,11110000000073592E
北京海融达投资建设有限公司,91110108777085234D
北京市公联公路联络线有限责任公司,9.11E+17
北京市朝阳区崔各庄乡人民政府,11110105K001169067
北京市朝阳区崔各庄乡人民政府,11110105K001169067
北京市十三陵林场,1.21E+17
北京市长阳农场有限公司,91110111102786956F
北京南郊农业生产经营管理有限公司,9.11E+17
北京市南口农场有限公司,9.11E+17
北京市密云区水务局,11110228000107959W
北京市朝阳区平房乡人民政府,11110105000053524B
北京海融达投资建设有限公司,91110108777085234D
昌平区园林绿化局,
北京市延庆区园林绿化局,
北京市首都公路发展集团有限公司,91110000700221058P
昌平区园林绿化局,
北京市延庆区园林绿化局,
北京市首都公路发展集团有限公司,91110000700221058P
北京市交通委员会昌平公路分局,12110000400709211K
北京市朝阳区黑庄户乡人民政府,11110105000053946A
北京市朝阳区城市管理委员会,11110105000053882C
北京市延庆区园林绿化局,
国网北京市电力公司,9.11E+17
国网北京市电力公司,9.11E+17
国网北京市电力公司,9.11E+17
国网北京市电力公司,9.11E+17
国网北京市电力公司,9.11E+17
国网北京市电力公司,9.11E+17
国网北京市电力公司,9.11E+17
国网北京市电力公司,9.11E+17
国网北京市电力公司,9.11E+17
国网北京市电力公司,9.11E+17
北京市公联公路联络线有限责任公司,9.11E+17
北京市丰台区公安消防支队,
北京市经济信息中心,12110000400591890H
北京市朝阳区园林绿化局,11110105733481657Q
北京市密云区城市管理委员会,11110228000108118F
北京市门头沟区水务局,11110109000072813A
北京市朝阳区园林绿化局,11110105733481657Q
北京市基础设施投资有限公司,
北京市顺义区城市管理委员会,
北京市通州区城市管理委员会,
北京市市场监督管理局,
