   序号,证书状态,证书形式,证号,企业名称,法人代表,行政相对人代码,注册地址,经济类型,许可机关,核发日期,前一次有效期,延期有效期,,
111,有效,电子,(京)JZ安许证字〔2022〕110167,中交一公局第一工程有限公司,/,9111000010264769XC,北京市昌平区阳坊镇阳坊村,有限责任公司(法人独资),北京市住房和城乡建设委员会,2022-09-27,2022-11-03,2025-09-26,,
112,有效,电子,(京)JZ安许证字〔2022〕240168,中交一公局交通工程有限公司,/,91110112600032583P,北京市通州区九棵树东路386号5层,有限责任公司(法人独资),北京市住房和城乡建设委员会,2023-02-23,2022-09-08,2025-07-19,,
113,有效,电子,（京）JZ安许证字[2022]110169,中交一公局海威工程建设有限公司,/,9111000074670627X5,北京市通州区徐兴路568号1号楼,有限责任公司(法人独资),北京市住房和城乡建设委员会,2023-05-10,2022-09-18,2025-07-21,,
114,有效,电子,(京)JZ安许证字〔2022〕110170,中交一公局第三工程有限公司,/,91110000102400689N,北京市通州区中关村科技园区通州园金桥科技产业基地景盛北三街10号,有限责任公司(法人独资),北京市住房和城乡建设委员会,2023-01-05,2022-09-17,2025-08-17,,
115,有效,电子,(京)JZ安许证字〔2020〕013723,北京海鸿电气工程有限公司,/,91110105600003803C,北京市通州区兴光四街1号院8号楼3层017号,有限责任公司(法人独资),北京市住房和城乡建设委员会,2020-09-09,2020-10-06,2023-09-08,,
116,有效,电子,（京）JZ安许证字[2023]012016,北京凯博擦窗机械科技有限公司,/,91110105101787877A,北京市朝阳区北三环东路30号建研院旧办公楼102房间,有限责任公司(法人独资),北京市住房和城乡建设委员会,2023-07-07,2023-04-28,2026-03-09,,
117,有效,电子,(京)JZ安许证字〔2020〕014749,北京市君益装饰装璜中心,/,91110115102875094P,北京市大兴区西红门镇二村福欣路3号,集体所有制(股份合作),北京市住房和城乡建设委员会,2020-12-11,2021-01-02,2023-12-10,,
118,有效,电子,(京)JZ安许证字〔2022〕120221,北京城乡建设设备安装工程有限公司,/,911101051016382574,北京市朝阳区安翔路2号1幢四层房间127,其他有限责任公司,北京市住房和城乡建设委员会,2022-09-06,2022-10-13,2025-09-05,,
119,有效,电子,(京)JZ安许证字〔2022〕110224,北京金河水务建设集团有限公司,/,91110114738240465L,北京市昌平区沙河镇西沙屯,其他有限责任公司,北京市住房和城乡建设委员会,2022-08-17,2022-09-28,2025-08-16,,
120,有效,电子,(京)JZ安许证字〔2022〕210225,北京菲尼有限公司,/,91110102625902039C,北京市西城区阜成门外大街2号6层640-35E室,有限责任公司(台港澳与境内合资),北京市住房和城乡建设委员会,2022-09-01,2022-09-23,2025-08-31,,
121,有效,电子,(京)JZ安许证字〔2022〕110227,北京清河水利建设集团有限公司,/,91110108738220675U,北京市海淀区清河安宁庄路4号,其他有限责任公司,北京市住房和城乡建设委员会,2022-06-27,2022-09-02,2025-06-26,,
122,有效,电子,(京)JZ安许证字〔2022〕013708,北京城乡建设集团有限责任公司,/,911100001011051274,北京市丰台区草桥东路8号院7号楼,有限责任公司(法人独资),北京市住房和城乡建设委员会,2022-10-18,2022-11-24,2025-10-17,,
123,有效,电子,（京）JZ安许证字[2022]010797,北京市政建设集团有限责任公司,/,91110000722617424D,北京市西城区南礼士路17号,有限责任公司(法人独资),北京市住房和城乡建设委员会,2023-06-19,2022-11-20,2025-10-27,,
124,有效,电子,(京)JZ安许证字〔2022〕110232,北京市市政一建设工程有限责任公司,/,91110108101211026H,北京市海淀区志新西路1号,有限责任公司(中外合资),北京市住房和城乡建设委员会,2022-10-17,2022-11-13,2025-10-16,,
125,有效,电子,(京)JZ安许证字〔2022〕010425,北京市市政二建设工程有限责任公司,/,91110000101389799K,北京市西城区阜外北礼士路北营房北街9号,其他有限责任公司,北京市住房和城乡建设委员会,2022-11-15,2022-11-28,2025-11-14,,
126,有效,电子,(京)JZ安许证字〔2022〕110234,北京市市政三建设工程有限责任公司,/,91110102101389676L,北京市西城区三里河北街1号,其他有限责任公司,北京市住房和城乡建设委员会,2022-10-18,2022-11-11,2025-10-17,,
127,有效,电子,(京)JZ安许证字〔2022〕110235,北京市市政四建设工程有限责任公司,/,911100001013875230,北京市西城区百万庄大街甲2号,其他有限责任公司,北京市住房和城乡建设委员会,2023-01-31,2022-11-03,2025-10-11,,
128,有效,电子,(京)JZ安许证字〔2022〕110095,北京城建七建设工程有限公司,/,91110000101639946H,北京市朝阳区德外祁家豁子2号,有限责任公司(法人独资),北京市住房和城乡建设委员会,2022-07-13,2022-08-01,2025-07-12,,
129,有效,电子,(京)JZ安许证字〔2022〕110096,北京城建一建设发展有限公司,/,91110000722602417R,北京市朝阳区立水桥甲3号院7号楼,有限责任公司(法人独资),北京市住房和城乡建设委员会,2022-09-28,2022-10-27,2025-09-27,,
130,有效,电子,(京)JZ安许证字〔2022〕110098,北京城建十建设工程有限公司,/,911101167226049574,北京市通州区宋庄镇徐辛庄大街1号466室,其他有限责任公司,北京市住房和城乡建设委员会,2022-10-20,2022-11-11,2025-10-19,,
131,有效,电子,（京）JZ安许证字[2020]012800,北京恒基建筑工程有限公司,/,91110106101146658Q,北京市丰台区汽车博物馆东路1号院3号楼14层1713,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-06-05,2023-07-27,2026-06-04,,
132,有效,电子,(京)JZ安许证字〔2021〕230051,北京市第五建筑工程集团装饰工程有限公司,/,91110105101816287E,北京市朝阳区北四环东路甲6号院2号楼B单元2层230室,其他有限责任公司,北京市住房和城乡建设委员会,2022-10-09,2021-04-06,2024-02-08,,
133,有效,电子,(京)JZ安许证字〔2022〕120488,北京友创建筑工程有限公司,/,9111022980294883XB,北京市延庆区延庆镇百莲路79号2幢2层201室,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2022-08-08,2022-08-20,2025-08-07,,
134,有效,电子,(京)JZ安许证字〔2022〕110174,北京泰德市政工程有限公司,/,91110000802936951T,北京市平谷区平谷镇文化南街3号(粮食局招待所院内),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2022-09-02,2022-11-05,2025-09-01,,
135,有效,电子,(京)JZ安许证字〔2022〕100175,中铁二十二局集团有限公司,/,9111000071092227XH,北京市石景山区石景山路35号,有限责任公司(法人独资),北京市住房和城乡建设委员会,2022-09-26,2022-10-29,2025-09-25,,
136,有效,电子,(京)JZ安许证字〔2022〕110176,中铁二十二局集团电气化工程有限公司,/,91110107802105760L,北京市石景山区石景山路35号,有限责任公司(法人独资),北京市住房和城乡建设委员会,2022-08-26,2022-10-21,2025-08-25,,
137,有效,电子,(京)JZ安许证字〔2022〕210177,中铁二十二局集团第二工程有限公司,/,911101077635068515,北京市石景山区实兴大街30号院6号楼11、12层,有限责任公司(法人独资),北京市住房和城乡建设委员会,2022-10-20,2022-11-03,2025-10-19,,
138,有效,电子,（京）JZ安许证字[2022]210178,中国装饰股份有限公司,/,911100001000027404,北京市东城区建国门南大街7号C座5层,股份有限公司(非上市、自然人投资或控股),北京市住房和城乡建设委员会,2023-03-07,2022-09-18,2025-09-19,,
139,有效,电子,(京)JZ安许证字〔2022〕210546,北京博亚德消防安全智能工程有限公司,/,91110109102362889K,北京市门头沟区城子大街31号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2022-08-11,2022-10-22,2025-08-10,,
140,有效,电子,(京)JZ安许证字〔2022〕013677,北京金海龙机电工程有限责任公司,/,91110107633763972C,北京市石景山区石景山路23号22号楼七层718室,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2022-06-24,2022-07-02,2025-06-23,,
141,有效,电子,（京）JZ安许证字[2023]011276,北京滕宇翔建设工程有限公司,/,91110115575176218T,北京市大兴区旧宫镇庑殿路54号1层54,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-10,2023-03-26,2026-03-09,,
142,有效,电子,(京)JZ安许证字〔2022〕120676,北京东方中远市政工程有限责任公司,/,911100007355683851,北京市丰台区丰葆路106号楼,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2022-10-20,2022-12-05,2025-10-19,,
143,有效,电子,(京)JZ安许证字〔2022〕230677,北京博海通风设备安装工程有限公司,/,91110228759648080D,北京市密云区育才路9号檀营乡政府办公楼215室-3,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2022-08-15,2022-09-22,2025-08-14,,
144,有效,电子,(京)JZ安许证字〔2022〕110679,北京市自来水集团禹通市政工程有限公司,/,91110108101390343L,北京市海淀区八里庄街道北洼村路12号,有限责任公司(法人独资),北京市住房和城乡建设委员会,2022-12-06,2022-12-09,2025-12-05,,
145,有效,电子,（京）JZ安许证字[2022]221016,北京雅林士博建筑工程有限公司,/,91110108101401639B,北京市石景山区杨庄路70号院5号楼2层,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-24,2022-10-13,2025-09-22,,
146,有效,电子,(京)JZ安许证字〔2022〕210490,中核利华消防工程有限公司,/,91110101101295004Y,北京市东城区和平里七区18号楼,有限责任公司(法人独资),北京市住房和城乡建设委员会,2022-09-08,2022-10-15,2025-09-07,,
147,有效,电子,(京)JZ安许证字〔2023〕011546,北京银飞腾机械设备安装有限责任公司,/,911101167214893604,北京市怀柔区杨宋镇凤翔东大街12号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-01-31,2023-03-11,2026-01-30,,
148,有效,电子,(京)JZ安许证字〔2022〕346199,北京松源建筑劳务有限公司,/,9111010955855191X3,北京市门头沟区雁翅镇田庄办事处院内51号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2022-10-17,2023-01-13,2025-10-16,,
149,有效,电子,(京)JZ安许证字〔2023〕011496,北京振利建筑工程有限责任公司,/,911101067596494971,北京市丰台区南四环西路188号十二区40号楼2层,其他有限责任公司,北京市住房和城乡建设委员会,2023-02-27,2023-04-07,2026-02-26,,
150,有效,电子,（京）JZ安许证字[2022]120494,北京市北卫市政工程有限责任公司,/,91110117102950883W,北京市平谷区夏各庄镇夏各庄北街68号,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-06-20,2022-07-22,2025-06-01,,
151,有效,电子,(京)JZ安许证字〔2023〕110495,北京鑫雅市政建设工程有限责任公司,/,911101026343756132,北京市西城区育德胡同11号,有限责任公司(法人独资),北京市住房和城乡建设委员会,2023-02-17,2023-03-02,2026-02-16,,
152,有效,电子,(京)JZ安许证字〔2022〕110496,北京房修一建筑工程有限公司,/,91110000722615832G,北京市西城区太平湖东里甲5号,有限责任公司(法人独资),北京市住房和城乡建设委员会,2022-10-17,2022-10-30,2025-10-16,,
153,有效,电子,(京)JZ安许证字〔2022〕012629,北京房修二古代建筑工程有限公司,/,91110108733446675W,北京市东城区东中街40号1号楼一层07号,其他有限责任公司,北京市住房和城乡建设委员会,2022-12-07,2022-12-16,2025-12-06,,
154,有效,电子,（京）JZ安许证字[2023]011567,北京金元建筑装饰工程有限公司,/,91110105733446683C,北京市怀柔区渤海镇三渡河村237号1109室,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-19,2023-04-13,2026-04-18,,
155,有效,电子,(京)JZ安许证字〔2022〕110500,北京首华建设经营有限公司,/,91110000722617512U,北京市东城区智德北巷5号8幢101室,有限责任公司(法人独资),北京市住房和城乡建设委员会,2022-07-26,2022-09-10,2025-07-25,,
156,有效,电子,(京)JZ安许证字〔2020〕014430,北京梨园建筑工程有限公司,/,9111011210243984XM,北京市通州区西集镇企业发展服务中心1237号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2022-01-26,2020-11-12,2023-09-06,,
157,有效,电子,（京）JZ安许证字[2022]012371,北京中天北方建设有限公司,/,911101121024383292,北京市通州区张家湾镇广源西街9号2层266室,有限责任公司(法人独资),北京市住房和城乡建设委员会,2023-04-07,2022-07-30,2025-05-29,,
158,有效,电子,(京)JZ安许证字〔2022〕210182,北京市建筑装饰设计工程有限公司,/,9111010510112378XY,北京市朝阳区甘露园甲3号,有限责任公司(法人独资),北京市住房和城乡建设委员会,2022-11-18,2022-12-04,2025-11-17,,
159,有效,电子,(京)JZ安许证字〔2022〕120183,北京电信建筑工程有限公司,/,9111010810201063XM,北京市海淀区茂林居14号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2022-08-30,2022-10-20,2025-08-29,,
160,有效,电子,(京)JZ安许证字〔2022〕110783,北京市朝阳田华建筑集团公司,/,91110000101718740F,北京市朝阳区金台里乙25号楼二层,集体所有制,北京市住房和城乡建设委员会,2022-10-18,2022-12-23,2025-10-17,,
161,有效,电子,（京）JZ安许证字[2023]011866,北京远新圣联建筑装饰工程有限责任公司,/,91110105633687340X,北京市朝阳区北花园街1号院16号楼1层115室,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-06,2023-05-05,2026-04-05,,
