质量安全认证,年产量,生产规模,产品类别,所属区域,联系人,主体类型,主体名称,ID,所属行业,主要销售渠道,联系电话,统一社会信用代码,更新时间
其他,,,粮经作物生产,通州区,张**,企业,北京兴漷裕民运营管理有限公司.,E112106000000062,种植业,其他,***2258,91110112MA01T68Y1R,45618
其他,,,蔬菜种植,通州区,张**,企业,北京仁和盛采农业科技开发有限公司,E112209211000001,种植业,其他,***5731,91110112587711433Q,45820
其他,,,蔬菜种植,顺义区,王**,企业,北京华夏东圣文化发展有限公司,E113005203000001,种植业,其他,***7290,91110113671727032L,45824
其他,,,其他(种植),顺义区,杨**,企业,北京福庭芦竹农业科技有限公司,E113009218000001,种植业,其他,***9964,91110113663703495Q,45602
其他,175.0,46666.9,垂钓,顺义区,李**,企业,北京盛普建设工程有限公司垂钓园,E113109000000002,渔业,其他,***5035,9111011359604154XF,45553
其他,20000.0,12000,蔬菜种植,顺义区,直**,企业,北京市北郎中农工贸集团,E113116202000001,种植业,其他,***6939,911101131025468728,45828
其他,0.0,60000,畜禽养殖,昌平区,李**,企业,北京南口鸭育种科技有限公司,E114002000000004,畜牧业,其他,***7531,91110114MA01URY368,45271
其他,,,"粮经作物生产,其他(种植),蔬菜种植",昌平区,张**,企业,东瑞盛（北京）农业科技有限公司,E114003215000001,种植业,其他,***2991,92110114L31168298H,45649
其他,,,"蔬菜种植,粮经作物生产",昌平区,刘**,企业,北京驻跸天城农业发展有限公司,E114104201000001,种植业,其他,***6086,91110114MADCMGMG60,45755
其他,,40,蔬菜种植,大兴区,王**,合作社,北京兴青畅达果品产销专业合作社,E115103000000013,种植业,其他,***8515,/,45519
其他,,,蔬菜种植,大兴区,王**,合作社,北京淑平农业专业合作社,E115103000000013,种植业,其他,***8515,,45796
其他,,,蔬菜种植,密云区,贾**,企业,金泽方舟（北京）农业科技有限公司,E118103000000007,种植业,其他,***8777,91110228590657546J,45716
其他,,,蔬菜种植,密云区,肖**,企业,北京空港海通生态农业科技有限公司,E118104211000001,种植业,其他,***8981,911102286637021269,45610
其他,,,蔬菜种植,密云区,朱**,企业,北京密臻农业发展有限公司,E118104214000001,种植业,其他,***0523,91110118MACUWFTU1H,45859
其他,200.0,3852,畜禽养殖,密云区,石**,企业,北京隆盛养殖场,E118112000000001,畜牧业,其他,***1608,91110228690520558G,45432
其他,200.0,3852,畜禽养殖,密云区,石**,企业,北京隆盛养殖场,E118112000000001,畜牧业,其他,***1608,91110228690520558G,45707
其他,,,蔬菜种植,密云区,马**,企业,北京众星宇创科技发展有限公司,E118113207000001,种植业,其他,***3565,91110228MA01MKBX2F,45412
其他,8000.0,20000,畜禽养殖,延庆区,李**,企业,北京长城丹玉畜产有限公司,E119102000000002,畜牧业,其他,***7086,911102297226828594,45574
其他,,,蔬菜种植,延庆区,徐**,企业,北京延小粮生态农业科技有限公司,E119103217000001,种植业,其他,***3412,91110119MACBRPTJ49,45807
其他,,,蔬菜种植,延庆区,徐**,企业,北京延小菜农业科技有限公司,E119103217000002,种植业,其他,***3412,91110119MACCGDEF4N,45807
其他,,,蔬菜种植,延庆区,徐**,企业,北京北菜篮子生态农业有限公司,E119103217000003,种植业,其他,***3412,91110229MACCU8R070,45807
其他,40.0,22600.11,养殖,顺义区,李**,企业,北京国庆兴发农牧科技有限公司,P113109000000339,渔业,其他,***2989,91110113MA003L0196,45553
其他,900.0,,粮经作物生产,密云区,贾**,企业,北京军鹏机械设备租赁有限公司,P118101200000001,种植业,其他,***9336,91110228MA00BJC99Y,45476
其他,,,粮经作物生产,密云区,贾**,企业,北京军鹏机械设备租赁有限公司,P118101200000001,种植业,其他,***9336,91110228MA00BJC99Y,45707
"无公害,绿色",,,蔬菜种植,房山区,郭**,合作社,北京玉满仓种植专业合作社,C111105000000001,种植业,其他,***9275,931101113302758832,45260
"无公害,绿色",,500,蔬菜种植,房山区,郭**,合作社,北京玉满仓种植专业合作社,C111105000000001,种植业,其他,***9275,931101113302758832,45260
"无公害,绿色",100.0,,蔬菜种植,房山区,蔡**,合作社,北京世育和谐林果种植专业合作社,C111109000000005,种植业,其他,***1347,931101116766179404,45260
"无公害,绿色",,800,蔬菜种植,房山区,张**,合作社,北京鸿才绿业农产品专业合作社,C111109000000011,种植业,其他,***1433,93110111676641860C,45260
"无公害,绿色",1200.0,800,蔬菜种植,通州区,韩**,合作社,北京御樽庄园农业生态科技专业合作社,C112110000000002,种植业,其他,***9866,93110112MA01J8900P,44831
"无公害,绿色",16.0,1680,蔬菜种植,顺义区,刘**,合作社,北京绿奥蔬菜合作社,C113109000000003,种植业,其他,***6141, 91110113756725183A,43388
"无公害,绿色",,,粮经作物生产,昌平区,刘**,合作社,北京分水岭野山杏专业合作社,C114120000000013,种植业,其他,***2659,931101146738333579,45538
"无公害,绿色",,,蔬菜种植,怀柔区,宋**,合作社,北京桃山月亮湖种养殖专业合作社,C116005000000002,种植业,其他,***1794,931101166923218241,45189
"无公害,绿色",10.0,600,蔬菜种植,怀柔区,宋**,合作社,北京桃山月亮湖种养殖专业合作社,C116005000000002,种植业,其他,***1794,931101166923218241,45189
"无公害,绿色",,,其他(种植),平谷区,秦**,合作社,北京永佳果品产销专业合作社,C117114206000001,种植业,其他,***5983,,45744
"无公害,绿色",15.0,320,蔬菜种植加工,密云区,赵**,合作社,北京军兴广达农产品产销专业合作社,C118102000000012,种植业,其他,***7252,9311022805136601B,45229
"无公害,绿色",,,蔬菜种植加工,密云区,赵**,合作社,北京军兴广达农产品产销专业合作社,C118102000000012,种植业,其他,***7252,9311022805136601B,45713
"无公害,绿色",,,蔬菜种植,密云区,王**,合作社,北京本忠盛达种植专业合作社,C118104000000002,种植业,其他,***1903,93110228567433499Q,45608
"无公害,绿色",800.0,3000,蔬菜种植,密云区,王**,合作社,北京本忠盛达种植专业合作社,C118104000000002,种植业,其他,***1903,93110228567433499Q,45258
"无公害,绿色",,,蔬菜种植,密云区,范**,合作社,北京南套里蔬菜种植专业合作社,C118104000000004,种植业,其他,***5681,93110228687645779J,45663
"无公害,绿色",,2500,蔬菜种植,密云区,范**,合作社,北京南套里蔬菜种植专业合作社,C118104000000004,种植业,其他,***5681,93110228687645779J,45222
"无公害,绿色",50.0,486669,养殖,密云区,齐**,合作社,北京龙宝渔业专业合作社,C118105000000005,渔业,其他,***9000,110228012077583,45506
"无公害,绿色",,,养殖,密云区,齐**,合作社,北京龙宝渔业专业合作社,C118105000000005,水产业,其他,***9000,110228012077583,45506
"无公害,绿色",,,蔬菜种植,密云区,齐**,合作社,北京富盈果蔬种植专业合作社,C118105000000010,种植业,其他,***5635,,45217
"无公害,绿色",10000.0,70000,蔬菜种植,密云区,郑**,合作社,北京奥仪凯源蔬菜种植专业合作社,C118106000000002,种植业,其他,***3856,9311022869001795X8,44491
"无公害,绿色",,,蔬菜种植,密云区,杨**,合作社,北京古北口镇龙洋蔬菜种植专业合作社,C118111000000001,种植业,其他,***1987,93110228676642345E,45608
"无公害,绿色",,2000,蔬菜种植,密云区,杨**,合作社,北京古北口镇龙洋蔬菜种植专业合作社,C118111000000001,种植业,其他,***1987,93110228676642345E,45446
"无公害,绿色",400.0,100,蔬菜种植,延庆区,王**,合作社,北京王木营蔬菜种植专业合作社,C119110000000003,种植业,其他,***7211,93110229693274353L,44067
"无公害,绿色",,,蔬菜种植,延庆区,王**,合作社,北京王木营蔬菜种植专业合作社,C119110000000003,种植业,其他,***7211,93110229693274353L,44067
"无公害,绿色",,,粮经作物生产,海淀区,梁**,企业,北京三元农业有限公司,E108030000000001,种植业,其他,***4927,911101081011077635,45265
"无公害,绿色",1.75,120,粮经作物生产,海淀区,梁**,企业,北京三元农业有限公司,E108030000000001,种植业,其他,***4927,911101081011077635,45265
"无公害,绿色",360000.0,,粮经作物生产,海淀区,高**,企业,北京大道农业有限公司,E108030000000011,种植业,其他,***5339,911101086977377225,45265
"无公害,绿色",,,"蔬菜种植,食用菌生产,粮经作物生产,其他(种植)",海淀区,高**,企业,上庄联拓农业科技发展(北京)有限公司,E108030000000011,种植业,其他,***5339,91110108MA01X4TU9M,45877
"无公害,绿色",,850,蔬菜种植,房山区,陈**,企业,北京众智亿豪种植有限公司,E111010000000025,种植业,其他,***1205,91110111MA01XP1A4A,45069
"无公害,绿色",220.0,500,蔬菜种植,房山区,马**,企业,融通农业发展（北京）有限责任公司,E111011000000001,种植业,其他,***7566,911110000MA01N19C18,45069
"无公害,绿色",,,蔬菜种植,房山区,马**,企业,融通农业发展（北京）有限责任公司,E111011000000001,种植业,其他,***7566,911110000MA01N19C18,45069
"无公害,绿色",,200,蔬菜种植,房山区,王**,企业,北京祥坤农业科技发展有限公司,E111103000000014,种植业,其他,***8163,91110111MA00G3UC1Y,45070
"无公害,绿色",,800,蔬菜种植,房山区,王**,企业,泽普联合科技（北京）有限公司,E111104000000004,种植业,其他,***5111,91110107554813687N,45069
"无公害,绿色",7.0,550,蔬菜种植,房山区,张**,企业,北京市长水园艺农场,E111105000000001,种植业,其他,***0663,911101117355514523,45069
"无公害,绿色",30.0,180,蔬菜种植,房山区,赵**,企业,天下良食（北京）智慧科技有限公司,E111109000000003,种植业,其他,***2009,91110108MA01WBCD56,45260
"无公害,绿色",2.0,2,蔬菜种植,房山区,郭**,企业,北京市青龙湖镇果各庄农工商公司,E111112000000009,种植业,其他,***2752,91110111102727649F,45062
"无公害,绿色",,,蔬菜种植,房山区,郭**,企业,北京市青龙湖镇果各庄农工商公司,E111112000000009,种植业,其他,***2752,91110111102727649F,45062
GAP,1.0,1600,畜禽养殖,昌平区,张**,企业,北京首农畜牧发展有限公司南口三牛场,E114002000000005,畜牧业,其他,***8720,911101158028909490,45600
GAP,,,蔬菜种植,大兴区,于**,企业,北京宏福国际农业科技有限公司,E115108000000005,种植业,其他,***4818,91110115MA006R3R3M,45072
GAP,,1010,蔬菜种植,大兴区,于**,企业,北京宏福国际农业科技有限公司,E115108000000005,种植业,其他,***4818,91110115MA006R3R3M,45072
GAP,,600,蔬菜种植,密云区,徐**,企业,北京极星农业有限公司,E118106000000007,种植业,其他,***2990,/,45239
GAP,,,蔬菜种植,密云区,徐**,企业,北京极星农业有限公司,E118106000000007,种植业,其他,***2990,91110228MA007JPD2W,45807
"无公害,国家地理标识",,730,蔬菜种植,房山区,孟**,合作社,北京后石羊蔬菜专业合作社,C111008000000002,种植业,其他,***2169,93110111678799354T,45070
"无公害,国家地理标识",,40,蔬菜种植,房山区,王**,合作社,北京张谢清云种植专业合作社,C111008000000003,种植业,其他,***1186,9311011168921290X0,45069
"绿色,有机",12.0,,蔬菜种植,房山区,李**,合作社,北京王家磨种植专业合作社,C111109000000014,种植业,其他,***9980,93110111352940709X,45069
"无公害,国家地理标识",100.0,,蔬菜种植,房山区,赵**,合作社,北京盛鑫顺通种植专业合作社,C111109000000018,种植业,其他,***5678,93110111687624417L,45069
"绿色,有机",378.0,1210,蔬菜种植,顺义区,晁**,合作社,北京鑫丽园农业专业合作社,C113104000000001,种植业,其他,***3166,93110113MA007YD191,45440
"绿色,有机",,,蔬菜种植,顺义区,晁**,合作社,北京鑫丽园农业专业合作社,C113104000000001,种植业,其他,***3166,93110113MA007YD191,45440
"绿色,有机",,,蔬菜种植,顺义区,张**,合作社,北京绿奥蔬菜合作社,C113109000000003,种植业,其他,***5948, 91110113756725183A,45558
"无公害,国家地理标识",1500.0,400,蔬菜种植,顺义区,陈**,合作社,北京兴农鼎力种植专业合作社,C113116000000004,种植业,其他,***2692,9311011356749761X8,45274
"无公害,国家地理标识",,6,其他(种植),昌平区,宋**,合作社,北京市昌 益兴农果品种植专业合作社,C114116000000005,种植业,其他,***3956,92110114L49335947W,45268
"无公害,国家地理标识",75.0,,蔬菜种植,怀柔区,阮**,合作社,北京田园家种植专业合作社,C116106000000001,种植业,其他,***3569,93110116MA01L1G07U,45475
"绿色,有机",,,"粮经作物生产,蔬菜种植",平谷区,冯**,合作社,北京源利果蔬产销专业合作社,C117106000000013,种植业,其他,***7908,,45799
"绿色,有机",124.35,,粮经作物生产,密云区,于**,合作社,北京莽之源花卉种植专业合作社,C118112202000001,种植业,其他,***3268,93110228585893771F,45373
"绿色,有机",,,粮经作物生产,密云区,于**,合作社,北京莽之源花卉种植专业合作社,C118112202000001,种植业,其他,***3268,93110228585893771F,45729
"绿色,有机",600.0,,粮经作物生产,密云区,张**,合作社,北京黎明种植专业合作社,C118112205000001,种植业,其他,***5905,93110118MA04CJUK20,45373
"绿色,有机",,,粮经作物生产,密云区,张**,合作社,北京黎明种植专业合作社,C118112205000001,种植业,其他,***5905,93110118MA04CJUK20,45729
"绿色,有机",,,粮经作物生产,密云区,贾**,合作社,北京友联众兴农产品产销专业合作社,C118112207000001,种植业,其他,***2180,93110118MA04H7MY0A,45729
"绿色,有机",170.0,,粮经作物生产,密云区,贾**,合作社,北京友联众兴农产品产销合作社,C118112207000001,种植业,其他,***2180,93110118MA04H7MY0A,45389
"绿色,有机",,,蔬菜种植,密云区,马**,合作社,北京市密云区大城子镇庄户峪股份经济合作社,C118112208000001,种植业,其他,***2605,N21102285658257126,45729
"绿色,有机",10.0,,蔬菜种植,密云区,马**,合作社,北京市密云区大城子镇庄户峪股份经济合作社,C118112208000001,种植业,其他,***2605,N21102285658257126,45389
"绿色,有机",143.5,,粮经作物生产,密云区,刘**,合作社,北京金山中天农产品产销专业合作社,C118113207000001,种植业,其他,***6212,/,45351
"绿色,有机",,,粮经作物生产,密云区,刘**,合作社,北京金山中天农产品产销专业合作社,C118113207000001,种植业,其他,***6212,,45351
"绿色,有机",300.0,,粮经作物生产,密云区,贾**,合作社,北京太古石种植专业合作社,C118115000000002,种植业,其他,***1015,93110118MA04DJ804E,45124
