数据类型,行政相对人名称,统一社会信用代码,工商注册号,组织机构代码,税务登记号,事业单位证书号,社会组织登记证号,法定代表人,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,没收违法所得、没收非法财务的金额（万元）,暂扣或吊销证照名称及编号,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,备注,上报日期
企业,北京晶鑫土石方运输有限公司,91110116330282493W,,,,,,张华,京交法（怀）罚字01911856,《道路货物运输及站场管理规定》,货运有许可使用无证车,《道路货物运输及站场管理规定》,罚款,货运有许可使用无证车,0.8,,,2020/7/28,2021/1/28,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京君雪峰运输有限公司,92110116MA00DKP878,,,,,,张海军,京交法（怀）罚字01911858,《道路货物运输及站场管理规定》,货运有许可使用无证车,《道路货物运输及站场管理规定》,罚款,货运有许可使用无证车,0.35,,,2020/7/28,2021/1/28,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京大地欣泽土石方工程有限公司,91110112MA00618A50,,,,,,周术会,京交法（怀）罚字01911863,《中华人民共和国道路运输条例》,擅自改装,《中华人民共和国道路运输条例》,罚款,擅自改装,0.9,,,2020/7/29,2021/1/29,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京晶鑫土石方运输有限公司,91110116330282493W,,,,,,张华,京交法（怀）罚字01911673,《道路货物运输及站场管理规定》,货运有许可使用无证车,《道路货物运输及站场管理规定》,罚款,货运有许可使用无证车,0.5,,,2020/7/22,2021/1/22,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京秋运鸿运输有限公司,92110116L176039352,,,,,,杜秋,京交法（怀）罚字01911672,《道路货物运输及站场管理规定》,货运有许可使用无证车,《道路货物运输及站场管理规定》,罚款,货运有许可使用无证车,0.8,,,2020/7/20,2021/1/20,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
个体工商户,北京张春娥运输队,92110113MA00W6CQ75,,,,,,张春娥,京交法（怀）罚字01911870,《道路货物运输及站场管理规定》,货运有许可使用无证车,《道路货物运输及站场管理规定》,罚款,货运有许可使用无证车,0.35,,,2020/7/24,2021/1/24,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京昌泽韩商贸有限公司,91110114MA007QAN8U,,,,,,满丽芬,京交法（怀）罚字01911852,《道路货物运输及站场管理规定》,货运有许可使用无证车,《道路货物运输及站场管理规定》,罚款,货运有许可使用无证车,0.35,,,2020/7/24,2021/1/24,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
个体工商户,北京张春娥运输队,92110113MA00W6CQ75,,,,,,张春娥,京交法（怀）罚字01911867,《道路货物运输及站场管理规定》,货运有许可使用无证车,《道路货物运输及站场管理规定》,罚款,货运有许可使用无证车,0.35,,,2020/7/24,2021/1/24,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京路发运输有限责任公司,91110116700266993X,,,,,,胡久芝,京交法（怀）罚字01911825,《中华人民共和国道路运输条例》,擅自改装,《中华人民共和国道路运输条例》,罚款,擅自改装,0.8,,,2020/7/21,2021/1/21,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
个体工商户,北京李东波运输队,92110113MA00M9KB95,,,,,,李东波,京交法（怀）罚字01911864,《中华人民共和国道路运输条例》,擅自改装,《中华人民共和国道路运输条例》,罚款,擅自改装,1.2,,,2020/7/24,2021/1/24,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
个体工商户,北京张春娥运输队,92110113MA00W6CQ75,,,,,,张春娥,京交法（怀）罚字01911871,《道路货物运输及站场管理规定》,货运有许可使用无证车,《道路货物运输及站场管理规定》,罚款,货运有许可使用无证车,0.35,,,2020/7/24,2021/1/24,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
个体工商户,北京张春娥运输队,92110113MA00W6CQ75,,,,,,张春娥,京交法（怀）罚字01911868,《道路货物运输及站场管理规定》,货运有许可使用无证车,《道路货物运输及站场管理规定》,罚款,货运有许可使用无证车,0.35,,,2020/7/24,2021/1/24,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京孙海清运输有限公司,91110116MA006836X6,,,,,,孙海清,京交法（怀）罚字01911824,《中华人民共和国道路运输条例》,超期等评,《中华人民共和国道路运输条例》,罚款,超期等评,0.2,,,2020/7/20,2021/1/20,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京东方佳喜商贸有限公司,91110112683573456E,,,,,,刘一峰,京交法（怀）罚字01911523,《道路货物运输及站场管理规定》,货运有许可使用无证车,《道路货物运输及站场管理规定》,罚款,货运有许可使用无证车,0.5,,,2020/7/21,2021/1/21,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
个体工商户,北京张春娥运输队,92110113MA00W6CQ75,,,,,,张春娥,京交法（怀）罚字01911869,《道路货物运输及站场管理规定》,货运有许可使用无证车,《道路货物运输及站场管理规定》,罚款,货运有许可使用无证车,0.35,,,2020/7/24,2021/1/24,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,承德恒泰运输有限公司,9113080332967270XY,,,,,,王军,京交法（怀）罚字01911266,《中华人民共和国道路运输条例》,擅自改装,《中华人民共和国道路运输条例》,罚款,擅自改装,1.5,,,2020/6/8,2020/12/8,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京金鑫汇泉汽车服务有限公司,91110116563656062F,,,,,,孙学刚,京交法（怀）罚字01911532,《北京市道路运输条例》,汽修未报送信息,《北京市道路运输条例》,罚款,汽修未报送信息,0.02,,,2020/6/3,2020/12/3,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京圣运达汽车修理有限公司,91110116755271204W,,,,,,刘显革,京交法（怀）罚字01911595,《北京市道路运输条例》,汽修未报送信息,《北京市道路运输条例》,罚款,汽修未报送信息,0.02,,,2020/6/3,2020/12/3,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京鼎泰盛达物流有限公司,91110113MA002F6Y5X,,,,,,刘国华,京交法（怀）罚字01911309,《道路货物运输及站场管理规定》,货运有许可使用无证车,《道路货物运输及站场管理规定》,罚款,货运有许可使用无证车,0.5,,,2020/6/2,2020/12/2,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京北苑丰田汽车销售服务有限公司怀柔分公司,911101165621323634,,,,,,冯长路,京交法（怀）罚字01911594,《北京市道路运输条例》,汽修未报送信息,《北京市道路运输条例》,罚款,汽修未报送信息,0.02,,,2020/6/4,2020/12/4,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,承德市双滦顺越运输服务有限公司,91130803768118591M,,,,,,蔺淑玲,京交法（怀）罚字01911269,《中华人民共和国道路运输条例》,擅自改装,《中华人民共和国道路运输条例》,罚款,擅自改装,1.6,,,2020/6/5,2020/12/5,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京鑫旭震宇运输有限公司,91110113MA00A3464X,,,,,,潘绍仁,京交法（怀）罚字01911311,《道路货物运输及站场管理规定》,货运有许可使用无证车,《道路货物运输及站场管理规定》,罚款,货运有许可使用无证车,0.3,,,2020/6/2,2020/12/2,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,承德市双滦顺越运输服务有限公司,91130803768118591M,,,,,,蔺淑玲,京交法（怀）罚字01911268,《中华人民共和国道路运输条例》,擅自改装,《中华人民共和国道路运输条例》,罚款,擅自改装,1.6,,,2020/6/5,2020/12/5,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京星达鹏程汽车维修有限责任公司,91110116717754782J,,,,,,王秉铎,京交法（怀）罚字01911533,《北京市道路运输条例》,汽修未报送信息,《北京市道路运输条例》,罚款,汽修未报送信息,0.02,,,2020/6/3,2020/12/3,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京碧水蓝天机械设备租赁有限公司,91110116MA01CDWG33,,,,,,喻海军,京交法（怀）罚字01911306,《道路货物运输及站场管理规定》,货运有许可使用无证车,《道路货物运输及站场管理规定》,罚款,货运有许可使用无证车,0.5,,,2020/6/3,2020/12/3,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,承德恒泰运输有限公司,9113080332967270XY,,,,,,王军,京交法（怀）罚字01911265,《中华人民共和国道路运输条例》,擅自改装,《中华人民共和国道路运输条例》,罚款,擅自改装,1.5,,,2020/6/8,2020/12/8,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,天津市裕顺物流有限公司,91120225MA06H9JF3A,,,,,,付旭强,京交法（怀）罚字01911267,《中华人民共和国道路运输条例》,擅自改装,《中华人民共和国道路运输条例》,罚款,擅自改装,1.6,,,2020/6/5,2020/12/5,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京市吉顺燕城汽车修理有限公司,911101167675361180,,,,,,王淑凤,京交法（怀）罚字01911598,《北京市道路运输条例》,汽修未报送信息,《北京市道路运输条例》,罚款,汽修未报送信息,0.02,,,2020/6/4,2020/12/4,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,平泉市安运货物运输有限公司,91130823329749850W,,,,,,王艳,京交法（怀）罚字01911588,《中华人民共和国道路运输条例》,擅自改装,《中华人民共和国道路运输条例》,罚款,擅自改装,1.5,,,2020/6/10,2020/6/10,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京京柔东方汽车销售服务有限公司,911101161026121717,,,,,,于德彬,京交法（怀）罚字01911596,《北京市道路运输条例》,汽修未报送信息,《北京市道路运输条例》,罚款,汽修未报送信息,0.02,,,2020/6/8,2020/6/8,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京秋运鸿运输有限公司,92110116L176039352,,,,,,杜秋,京交法（怀）罚字01911045,《道路货物运输及站场管理规定》,货运有许可使用无证车,《道路货物运输及站场管理规定》,罚款,货运有许可使用无证车,0.5,,,2020/6/3,2020/6/3,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京福顺运达道路货物运输有限公司,91110116MA01CRW43D,,,,,,杜春秀,京交法（怀）罚字01911273,《中华人民共和国道路运输条例》,超期等评,《中华人民共和国道路运输条例》,罚款,超期等评,0.15,,,2020/6/12,2020/6/12,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京市首怀汽车修理部,91110116802592861Q,,,,,,陈东平,京交法（怀）罚字01911539,《北京市道路运输条例》,汽修未报送信息,《北京市道路运输条例》,罚款,汽修未报送信息,0.02,,,2020/6/4,2020/6/4,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京诺帆腾达建筑工程有限公司,91110228MA01GX5829,,,,,,郝海英,京交法（怀）罚字01911362,《中华人民共和国道路运输条例》,扬撒,《中华人民共和国道路运输条例》,罚款,扬撒,0.2,,,2020/6/9,2020/6/9,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
企业,北京前成物流有限公司,91110116775479598N,,,,,,高万春,京交法（怀）罚字01911597,《道路运输车辆技术管理规定》,道路运输经营者未按规定建档,《道路运输车辆技术管理规定》,罚款,道路运输经营者未按规定建档,0.3,,,2020/6/16,2020/12/16,2099/12/31,怀柔交通局,11110227000098036A,怀柔交通局,11110227000098036A,,2020年8月5日
