平谷城管执法局检查单公示（2021年第一季度）,,,,,,,,,,,,,,
区,检查单类型,检查时间,检查单号,检查对象类型,检查对象名称,责任主体单位性质,责任主体类别,责任主体名称,统一社会信用代码,检查对象地址,检查分类,检查结论,检查人,被检查人
平谷区,10.生活垃圾分类投放环节,2021-03-09 09:10,京平城管010检2021740007,餐饮;食堂,北京钰芳欣诚餐饮有限公司,本单位,法人,北京钰芳欣诚餐饮有限公司,91110117MA008HFJ8L,北京市平谷区平谷镇西寺渠中路5号,专项检查,合格,"刘畅,李学玲",
平谷区,24.疫情防控常态化检查单,2021-03-09 09:10,京平城管024检2021740005,餐饮;食堂,北京钰芳欣诚餐饮有限公司,本单位,法人,北京钰芳欣诚餐饮有限公司,91110117MA008HFJ8L,北京市平谷区平谷镇西寺渠中路5号,日常检查,合格,"刘畅,李学玲",
平谷区,10.生活垃圾分类投放环节,2021-03-09 09:00,京平城管010检2021740006,餐饮;其他,北京宏晟东临餐饮服务有限公司,本单位,法人,北京宏晟东临餐饮服务有限公司,92110117L33895042R,中国北京市平谷区西寺渠西路,专项检查,合格,"刘畅,李学玲",
平谷区,24.疫情防控常态化检查单,2021-03-09 09:00,京平城管024检2021740004,餐饮;其他,北京宏晟东临餐饮服务有限公司,本单位,法人,北京宏晟东临餐饮服务有限公司,92110117L33895042R,中国北京市平谷区西寺渠西路,日常检查,合格,"刘畅,李学玲",
平谷区,10.生活垃圾分类投放环节,2021-03-09 08:50,京平城管010检2021740005,餐饮;其他,北京瑞晟源餐饮服务有限公司,本单位,法人,北京瑞晟源餐饮服务有限公司,91110117X00493570T,中国北京市平谷区,专项检查,合格,"刘畅,李学玲",
平谷区,24.疫情防控常态化检查单,2021-03-09 08:50,京平城管024检2021740003,餐饮;其他,北京瑞晟源餐饮服务有限公司,本单位,法人,北京瑞晟源餐饮服务有限公司,91110117X00493570T,中国北京市平谷区,日常检查,合格,"刘畅,李学玲",
平谷区,10.生活垃圾分类投放环节,2021-03-09 08:45,京平城管010检2021740004,餐饮;小吃快餐店,北京火金胜龙餐饮服务有限公司,本单位,个体工商户,北京火金胜龙餐饮服务有限公司,91110117MA00H7JJ5R,中国平谷镇西寺渠西路192号,专项检查,合格,"刘畅,李学玲",
平谷区,24.疫情防控常态化检查单,2021-03-09 08:40,京平城管024检2021740002,餐饮;小吃快餐店,北京火金胜龙餐饮服务有限公司,本单位,个体工商户,北京火金胜龙餐饮服务有限公司,91110117MA00H7JJ5R,中国平谷镇西寺渠西路192号,日常检查,合格,"刘畅,李学玲",
平谷区,10.生活垃圾分类投放环节,2021-03-09 08:35,京平城管010检2021740003,餐饮;餐馆,北京品皇包子铺,本单位,个体工商户,北京品皇包子铺,9111011732726354XD,北京市平谷区平谷镇西寺渠西路190号,专项检查,合格,"刘畅,李学玲",
平谷区,24.疫情防控常态化检查单,2021-03-09 08:30,京平城管024检2021740001,餐饮;餐馆,北京品皇包子铺,本单位,个体工商户,北京品皇包子铺,9111011732726354XD,北京市平谷区平谷镇西寺渠西路190号,日常检查,合格,"刘畅,李学玲",
平谷区,24.疫情防控常态化检查单,2021-03-10 15:25,京平城管024检2021730043,其他;其他,北京刘店永发食品店,本单位,个体工商户,北京刘店永发食品店,110117600247833,北京市平谷区刘家店镇万庄子村后街51号,日常检查,合格,"王菲,方俊",
平谷区,24.疫情防控常态化检查单,2021-03-10 15:24,京平城管024检2021730042,购物;其他,北京美味香满屋熟食经营部,本单位,个体工商户,北京美味香满屋熟食经营部,92110117MA00GTT75A,中国北京市平谷区刘家店镇万家庄村后街51号,日常检查,合格,"王菲,方俊",
平谷区,24.疫情防控常态化检查单,2021-03-10 15:20,京平城管024检2021730041,医疗;药店,北京嘉事堂龙翔连锁药店有限公司北吉山药店,本单位,法人,北京世延堂龙翔连锁药店有限公司北吉山药店,91110117062774175J,北京市平谷区刘家店镇北吉山大街10号,日常检查,合格,"王菲,方俊",
平谷区,24.疫情防控常态化检查单,2021-03-10 15:18,京平城管024检2021730040,餐饮;餐馆,北京桃园汇友民俗餐厅,本单位,法人,北京桃园汇友民俗餐厅,110226196404173918,中国北京市平谷区大华山镇大华山村十字路口北500米路东,日常检查,合格,"王菲,方俊",
平谷区,24.疫情防控常态化检查单,2021-03-10 15:16,京平城管024检2021730039,餐饮;餐馆,百堡乐,本单位,个体工商户,北京百堡乐小吃店,92110117MA01HNWM7P,北京市平谷区大华山镇大华山中路82号-1,日常检查,合格,"王菲,方俊",
平谷区,24.疫情防控常态化检查单,2021-03-10 15:15,京平城管024检2021730038,餐饮;小吃快餐店,北京阳姐麻辣烫店,本单位,个体工商户,北京阳姐麻辣烫店,92110117MA01UHPX7W,中国北京市平谷区大华山中路82号-3,日常检查,合格,"王菲,方俊",
平谷区,24.疫情防控常态化检查单,2021-03-10 15:14,京平城管024检2021730037,餐饮;其他,北京明宇鑫旺餐饮有限公司,本单位,法人,北京明宇鑫旺餐饮有限公司,91110117MA00EAP85A,中国北京市平谷区大华山镇大华山中路86号,日常检查,合格,"王菲,方俊",
平谷区,24.疫情防控常态化检查单,2021-03-10 15:12,京平城管024检2021730036,餐饮;餐馆,北京桃乡源民俗餐厅,本单位,个体工商户,北京桃乡源民俗餐厅,92110117MA0186HE03,北京市平谷区大华山镇大华山大街112号,日常检查,合格,"王菲,方俊",
平谷区,24.疫情防控常态化检查单,2021-03-10 15:09,京平城管024检2021730035,其他;其他,北京惠千万家商贸中心,本单位,个体工商户,北京惠千万家商贸中心,92110117MA01M1N31P,北京市平谷区大华山镇大华山大街118号,日常检查,合格,"王菲,方俊",
平谷区,24.疫情防控常态化检查单,2021-03-10 09:57,京平城管024检2021730034,购物;超市,北京华隆家乐发生鲜超市,本单位,个体工商户,北京华隆家乐发生鲜超市,92110117MA01TJ9K9Q,中国北京市平谷区大华山镇大华山大街114号,日常检查,合格,"张新涛,张欣,张洪峰,张红双,王菲",
平谷区,24.疫情防控常态化检查单,2021-03-10 09:53,京平城管024检2021730033,购物;超市,比途生鲜超市,本单位,个体工商户,蔬果生鲜超市,92110105l840044739,北京市平谷区大华山镇大华山大街116号,日常检查,合格,"张新涛,方俊,王菲,张欣,方俊",
平谷区,10.生活垃圾分类投放环节,2021-03-10 09:50,京平城管010检2021730005,购物;家电数码,北京川西杰商贸有限公司,本单位,个体工商户,北京川西杰商贸有限公司,92110117MA015JBN58,中国北京市平谷区镇罗营镇上营中路5号,专项检查,合格,"张新涛,方俊,张欣,张洪峰,张红双",
平谷区,10.生活垃圾分类投放环节,2021-01-04 14:06,京平城管010检2021010447,餐饮;餐馆,重庆鲜鱼俯,本单位,个体工商户,北京鱼水家乡火锅店,92110117MA01EYYK7K,北京市平谷区马坊镇打铁庄村商业街路西13-14号,专项检查,合格,"黄晓晰,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-04 14:06,京平城管024检2021010500,餐饮;餐馆,重庆鲜鱼俯,本单位,个体工商户,北京鱼水家乡火锅店,92110117MA01EYYK7K,北京市平谷区马坊镇打铁庄村商业街路西13-14号,日常检查,合格,"黄晓晰,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-10 09:44,京平城管010检2021730004,餐饮;餐馆,北京姜明虎小吃店,经营管理单位,个体工商户,北京姜明虎小吃店,92110117MA00EM1R0U,北京市平谷区熊儿寨乡熊儿寨村22号,专项检查,合格,"张新涛,张欣,张洪峰,张红双,王菲",
平谷区,10.生活垃圾分类投放环节,2021-01-12 10:50,京平城管010检2021010446,餐饮;小吃快餐店,北京军利顺小吃店,本单位,个体工商户,北京军利顺小吃店,92110117MA00CHMJ46,北京市平谷区兴谷街道杜辛庄大街5号,专项检查,合格,"周凤文,张立国",
平谷区,24.疫情防控常态化检查单,2021-01-12 10:50,京平城管024检2021010499,餐饮;小吃快餐店,北京军利顺小吃店,本单位,个体工商户,北京军利顺小吃店,92110117MA00CHMJ46,北京市平谷区兴谷街道杜辛庄大街5号,日常检查,合格,"周凤文,张立国",
平谷区,10.生活垃圾分类投放环节,2021-01-04 14:03,京平城管010检2021010445,餐饮;小吃快餐店,北京京航小吃店,本单位,个体工商户,北京京航小吃店,92110117MA015HJL4K,中国北京市平谷区马坊镇打铁庄商业街1号,专项检查,合格,"黄晓晰,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-04 14:03,京平城管024检2021010498,餐饮;小吃快餐店,北京京航小吃店,本单位,个体工商户,北京京航小吃店,92110117MA015HJL4K,中国北京市平谷区马坊镇打铁庄商业街1号,日常检查,合格,"黄晓晰,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-04 13:35,京平城管010检2021010444,餐饮;餐馆,一分钟餐饮,本单位,法人,北京一分钟餐饮有限公司,91110117MA019KNM88,北京市平谷区马坊镇打铁庄商业街路东4号,专项检查,合格,"黄晓晰,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-04 13:35,京平城管024检2021010497,餐饮;餐馆,一分钟餐饮,本单位,法人,北京一分钟餐饮有限公司,91110117MA019KNM88,北京市平谷区马坊镇打铁庄商业街路东4号,日常检查,合格,"黄晓晰,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-04 11:00,京平城管010检2021010443,餐饮;餐馆,北京福口园餐饮有限公司,本单位,法人,北京福口园餐饮有限公司,91110117MA00EU8L8M,中国北京市平谷区打铁庄路,专项检查,合格,"黄晓晰,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-04 11:00,京平城管024检2021010496,餐饮;餐馆,北京福口园餐饮有限公司,本单位,法人,北京福口园餐饮有限公司,91110117MA00EU8L8M,中国北京市平谷区打铁庄路,日常检查,合格,"黄晓晰,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-04 10:39,京平城管010检2021010442,餐饮;餐馆,北京伟涛吉祥小吃店,本单位,个体工商户,北京伟涛吉祥小吃店,92110117MA00F0LU8J,北京市平谷区马坊镇打铁庄商业街7号,专项检查,合格,"黄晓晰,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-04 10:39,京平城管024检2021010495,餐饮;餐馆,北京伟涛吉祥小吃店,本单位,个体工商户,北京伟涛吉祥小吃店,92110117MA00F0LU8J,北京市平谷区马坊镇打铁庄商业街7号,日常检查,合格,"黄晓晰,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-04 09:44,京平城管010检2021010441,餐饮;小吃快餐店,北京范小亮小吃店,本单位,个体工商户,北京范小亮小吃店,92110117MA01KWYF3B,中国北京市平谷区,专项检查,合格,"黄晓晰,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-04 09:44,京平城管024检2021010494,餐饮;小吃快餐店,北京范小亮小吃店,本单位,个体工商户,北京范小亮小吃店,92110117MA01KWYF3B,中国北京市平谷区,日常检查,合格,"黄晓晰,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-04 09:00,京平城管010检2021010440,餐饮;餐馆,北京倍乐餐饮部,本单位,个体工商户,北京倍乐餐饮部,92110117MA01NKACXD,中国北京市平谷区打铁庄路,专项检查,合格,"黄晓晰,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-04 09:00,京平城管024检2021010493,餐饮;餐馆,北京倍乐餐饮部,本单位,个体工商户,北京倍乐餐饮部,92110117MA01NKACXD,中国北京市平谷区打铁庄路,日常检查,合格,"黄晓晰,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-04 08:32,京平城管010检2021010439,餐饮;餐馆,北京石玉霞小吃店,本单位,个体工商户,石玉霞小吃店,92110116MA014XM26Q,中国北京市平谷区马坊镇西大街政府北街33号,专项检查,合格,"黄晓晰,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-04 08:32,京平城管024检2021010492,餐饮;餐馆,北京石玉霞小吃店,本单位,个体工商户,石玉霞小吃店,92110116MA014XM26Q,中国北京市平谷区马坊镇西大街政府北街33号,日常检查,合格,"黄晓晰,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-12 10:30,京平城管010检2021010438,餐饮;餐馆,北京源鑫通小吃店,本单位,个体工商户,北京源鑫通小吃店,92110117MA00BTHH3L,中国北京市平谷区平谷北街,专项检查,合格,"周凤文,张立国",
平谷区,24.疫情防控常态化检查单,2021-01-12 10:30,京平城管024检2021010491,餐饮;餐馆,北京源鑫通小吃店,本单位,个体工商户,北京源鑫通小吃店,92110117MA00BTHH3L,中国北京市平谷区平谷北街,日常检查,合格,"周凤文,张立国",
平谷区,10.生活垃圾分类投放环节,2021-03-10 09:33,京平城管010检2021730003,企业;公司,北京龙禹熊畅商贸有限公司,本单位,个体工商户,北京龙禹熊畅贸易有限公司,91110117102962999C,中国北京市平谷区熊儿寨东路14,专项检查,合格,"张新涛,方俊,张欣,张洪峰,张红双",
平谷区,10.生活垃圾分类投放环节,2021-01-12 10:10,京平城管010检2021010437,餐饮;餐馆,酸菜兔肉丸子,本单位,法人,北京尚为金悦餐饮有限公司,91110117MA01PB6X2M,北京市平谷区平谷镇谷丰东路8号1幢1层,专项检查,合格,"周凤文,张立国",
平谷区,24.疫情防控常态化检查单,2021-01-12 10:10,京平城管024检2021010490,餐饮;餐馆,酸菜兔肉丸子,本单位,法人,北京尚为金悦餐饮有限公司,91110117MA01PB6X2M,北京市平谷区平谷镇谷丰东路8号1幢1层,日常检查,合格,"周凤文,张立国",
平谷区,24.疫情防控常态化检查单,2021-03-10 09:18,京平城管024检2021730032,餐饮;餐馆,北京福到小吃店,本单位,,北京福到小吃店,92110117MA00FTQ467,北京市平谷区大华山镇大华山大街116号,日常检查,合格,"张新涛,方俊,张欣,张洪峰,张红双",
平谷区,10.生活垃圾分类投放环节,2021-01-03 17:01,京平城管010检2021010436,餐饮;餐馆,北京沐沐餐饮店,本单位,个体工商户,北京沐沐餐饮店,92110117MA01NM4U4U,金河北街17号院13号1层13-4,专项检查,合格,"黄晓晰,张立国",
平谷区,10.生活垃圾分类投放环节,2021-01-12 09:50,京平城管010检2021010435,餐饮;餐馆,小王家饺子,本单位,个体工商户,北京张顺立小吃店,92110117MA016JA57Y,北京市平谷区平谷南街39号楼1层39-23,专项检查,合格,"周凤文,张立国",
平谷区,24.疫情防控常态化检查单,2021-01-03 17:01,京平城管024检2021010489,餐饮;餐馆,北京沐沐餐饮店,本单位,个体工商户,北京沐沐餐饮店,92110117MA01NM4U4U,金河北街17号院13号1层13-4,日常检查,合格,"黄晓晰,张立国",
平谷区,24.疫情防控常态化检查单,2021-01-12 09:50,京平城管024检2021010488,餐饮;餐馆,小王家饺子,本单位,个体工商户,北京张顺立小吃店,92110117MA016JA57Y,北京市平谷区平谷南街39号楼1层39-23,日常检查,合格,"周凤文,张立国",
平谷区,10.生活垃圾分类投放环节,2021-01-03 16:33,京平城管010检2021010434,餐饮;餐馆,北京安然同创餐饮店,本单位,个体工商户,北京安然同创餐饮店,92110117MA01R1FF6T,北京市平谷区马坊镇金河北街17号院11号1层11—4,专项检查,合格,"黄晓晰,张立国",
平谷区,24.疫情防控常态化检查单,2021-01-03 16:33,京平城管024检2021010487,餐饮;餐馆,北京安然同创餐饮店,本单位,个体工商户,北京安然同创餐饮店,92110117MA01R1FF6T,北京市平谷区马坊镇金河北街17号院11号1层11—4,日常检查,合格,"黄晓晰,张立国",
