企业名称,统一社会信用代码,核准日期
北京迈莱泰斯科技股份有限公司,91110118MACCGYUT8L,2023-03-06
北京伟晟启航商贸有限公司,91110118MAC8MENW2G,2023-03-01
贵州中豪国宇建设集团有限公司北京第一分公司,91110118MACA35WYX1,2023-03-01
北京嘉声科技有限公司,91110118MACA27PR85,2023-03-01
北京乐丰牧林农业有限公司,91110118MACA6LYA64,2023-03-02
北京齐信易医疗科技有限公司,91110118MACCH3WY2G,2023-04-03
北京林玲恒科技有限公司,91110118MACCGUJP4C,2023-03-06
北京市华阳嘉业贸易有限公司,91110118MACCY8Q88E,2023-03-06
北京意邦生态农业旅游发展有限公司,91110118MAC9573D9Y,2023-03-03
北京启创氢动科技有限公司,91110118MACA45WB71,2023-02-27
嗣汉（北京）信息咨询有限公司,91110118MACA4M3U4X,2023-11-06
北京万德博诺测绘有限公司第一分公司,91110118MACA2B3LXC,2023-03-01
中地设计集团有限公司北京分公司,91110118MACAJ1ML6Y,2023-02-28
北京系汐文化有限公司,91110118MACA6LXG9X,2023-03-02
北京博创鑫业企业管理中心,91110118MACBC58Y7K,2023-04-07
北京安欣酒店有限公司,91110118MACB1B3625,2023-03-28
北京曲达科技有限公司,91110118MAC8LR119T,2023-02-28
北京鼎泰宇航建设工程有限公司,91110118MACA2B834R,2023-09-27
北京发福蝶网络科技有限公司,91110118MACA11H71P,2023-03-04
北京亿鑫光年科技有限公司,91110118MACAG90N8A,2023-03-04
北京岳永汇成商贸有限公司,91110118MACA03NQ5Q,2023-02-28
北京曜赛博裕企业管理有限公司,91110118MAC8LUGN2E,2023-02-28
北京凯灿易阳科技有限公司,91110118MACA8HJ17K,2023-02-28
北京阳春云衢科技有限公司,91110118MAC9RN7444,2023-03-02
开源（北京）能源有限公司,91110118MACBL6JQ3Y,2023-03-04
卓越达运通国际商旅服务（北京）有限公司,91110118MAC9XED67N,2023-03-03
北京澳瑞佳科技有限公司,91110118MACAHQ1Q0D,2023-02-28
北京瑞华吉诺科技有限公司,91110118MACAETYC8M,2023-03-01
北京镱潇供应链管理有限公司,91110118MAC9WQRW6Y,2023-03-03
中享农业有限公司,91110118MAC97J0D3A,2023-04-24
北京奇点临近企业管理咨询中心（有限合伙）,91110114MACCYHLPXF,2023-09-15
北京星河顺业商贸有限公司,91110118MAC9DBCW63,2023-02-27
河北天锐管道设备有限公司北京销售分公司,91110118MACA2BHC59,2023-03-01
北京汤满香餐饮有限公司,91110118MACCGXY702,2023-03-06
中野国越（北京）文化旅游产业有限公司,91110118MACA11LMXX,2023-07-06
北京易诚晨科技有限公司,91110118MACCHCR74Y,2023-03-06
北京忘了吧休闲文化有限公司,91110118MACCYRWG3Q,2023-05-16
北京圣焱锅炉安装有限公司,91110118MACA02EP79,2023-04-18
北京广信嘉诚科技有限公司,91110118MACA63754B,2023-03-02
北京裕格科技有限公司,91110118MAC8F8245M,2023-02-27
北京松密服饰销售有限公司,91110118MACA4MK151,2023-02-27
北京德甄木业有限公司,91110118MAC8FQ594C,2023-02-28
北京邦诚智佳咨询有限公司,91110118MACD6AYX7A,2023-08-03
北京铭德展览展示服务有限公司,91110118MACCH5TF37,2023-03-06
北京海尤商贸有限公司,91110118MAC9RBH616,2023-03-02
北京中运通达供应链管理有限公司,91110118MACAHN433K,2023-07-04
北京芳青文盛科技有限公司,91110118MACAQ9PQ6N,2023-03-01
北京隆辉晟建筑工程有限公司,91110118MACA2BTM3F,2023-09-13
北京曲营科技有限公司,91110118MAC8LTF3XH,2023-02-28
北京韵邵科技有限公司,91110118MACBT6951G,2023-03-08
北京诚邵科技有限公司,91110118MAC9GQE8X6,2023-03-08
北京博瑞同创园林有限公司,91110118MACA1N1L4B,2023-03-07
聚枫（北京）文化发展有限公司,91110114MAC9LQ993F,2023-10-17
北京清水河畔农业发展专业合作社,93110118MAC8W23U0N,2023-05-05
蓝领帮（北京）科技有限公司,91110118MACBBJAJXW,2023-03-02
北京昇力商贸有限公司,91110118MACA65WD49,2023-03-02
北京智行和一科技有限公司,91110118MACBT4DHXU,2023-03-08
北京知行诺管理咨询有限公司,91110118MACAA78M27,2023-03-08
北京万铁建设工程有限公司,91110118MACA2WNTX9,2023-03-01
北京舜心商贸有限公司,91110118MACAA9285F,2023-03-08
北京金辉昌盛科技有限公司,91110118MACAQDED0J,2023-03-01
上海浦东发展银行股份有限公司北京密云支行,91110118MACA61986H,2023-03-02
北京中晖达建筑工程有限公司,91110118MAC990YK6H,2023-03-07
北京互赢商贸有限公司,91110118MACBGAM97T,2023-03-09
北京爱科慧智科贸有限公司,91110118MACAKX2C83,2023-03-10
北京静艺绿化工程有限公司,91110118MACAKP1603,2023-03-10
北京鑫辉腾跃建筑工程有限公司,91110118MACA1FNP56,2023-03-07
北京鑫谊建设工程有限公司,91110118MACA2TXR9K,2023-03-01
北京金润利华家具有限公司第二分公司,91110118MACAEL933A,2023-03-01
北京农佳农业科技有限公司,91110118MAC90R6419,2023-03-02
北京稳盛建筑工程有限公司,91110118MACBT6XE81,2023-03-08
北京守望东坡酒店管理有限公司,91110118MAC9LN5X62,2023-03-09
领航未来（北京）企业管理有限责任公司,91110118MACAFDX80W,2023-03-09
北京奥歆膳餐饮管理有限公司,91110114MACBPCY39Q,2023-03-22
北京百泰鑫源科技有限公司,91110118MAC9UHLU67,2023-07-27
北京千言万语心理咨询服务有限公司,91110118MACBB0GF39,2023-03-10
北京顺通旺达机电设备租赁有限公司,91110118MACB55DA4U,2023-03-07
北京观畅科技有限公司,91110118MAC9GPP1XT,2023-03-08
北京铭琳商贸有限公司,91110118MACAFC74XE,2023-03-09
北京逸羽商贸有限公司,91110118MACALK3T37,2023-03-10
北京鑫项士达科技有限公司,91110118MAC991GB0E,2023-03-07
北京宏贸东兴商贸有限公司,91110118MAC991NB50,2023-06-05
北京佳盛腾基建筑劳务有限公司,91110118MAC9DJN49Y,2023-09-27
国清祥（北京）商贸有限公司,91110118MAC9UL4E8T,2023-03-10
北京惠友嘉业建筑工程有限公司,91110118MAC8W2D84E,2023-03-01
北京德顺誉锦商贸有限公司,91110118MAC9BA1F37,2023-02-27
北京创新未来物业服务有限公司,91110118MACAN0WB78,2023-03-08
北京顺泽丰农业专业合作社,93110118MACAKW8N3J,2023-03-10
国言（北京）科技有限公司,91110118MACBB1GW54,2023-03-10
北京宝塔花农业有限公司,91110118MACA1ENY69,2023-03-15
北京超富达贸易有限公司,91110118MACC3LBN13,2023-03-06
北京隆升祥和商贸有限公司,91110118MACAEK711F,2023-03-01
北京启昊鸿乾商贸有限责任公司,91110118MAC9RD8788,2023-03-02
北京海洁环境科技有限公司,91110118MACA4X9820,2023-08-04
北京天盛新国际能源有限公司,91110118MACBTPFX03,2023-03-08
中星泰（北京）商贸有限公司,91110118MAC9UN8JX5,2023-03-10
泓辉商贸（北京）有限公司,91110118MACB06JA85,2023-03-10
北京兴盛隆祥工程有限公司,91110118MACA61QW0Q,2023-03-02
北京思密贸易有限公司,91110114MACA61JX4A,2023-09-01
北京孝顺福德殡葬服务有限公司,91110118MACC4DC2X0,2023-03-06
北京首融寒舍生态发展有限公司,91110118MACD086HXW,2023-03-06
北京玉雪影视传播有限公司,91110118MACB5R8A2R,2023-03-21
北京中服众旺物业管理有限公司,91110118MACA649D59,2023-10-16
北京京荣房屋租赁有限公司,91110118MACBBLGX8P,2023-03-02
北京鲜果领地商贸有限责任公司,91110118MAC8F2LFX6,2023-02-27
中铭芯（北京）科技有限公司,91110118MACBP42T68,2023-03-09
北京有道有方文化传播有限公司,91110118MACB05MU8G,2023-03-10
北京项泰装饰工程有限公司,91110118MACAKY4C36,2023-03-10
北京兴盛利华家用电器销售有限公司,91110118MACC4D234T,2023-03-06
北京嘉韵商贸有限公司,91110101MACA1ND68Q,2023-07-13
北京娅鸿科技有限公司,91110118MACAWUH02G,2023-03-07
北京万特建设工程有限公司,91110118MACAQTR00H,2023-03-01
北京国恒达商贸有限公司,91110118MACBACQL3T,2023-03-10
北京豫龙净美保洁服务有限公司,91110118MACBADK65D,2023-03-10
北京弘俊友帅科技有限公司,91110118MACA23UE21,2023-03-07
北京鸣诺凡融商贸有限公司,91110118MAC9DGDR5N,2023-03-24
北京建霆建筑工程有限责任公司,91110118MAC8W48P79,2023-03-01
北京钰沐轩商贸有限公司,91110118MACB5D298J,2023-05-08
北京骐骥汽车租赁有限公司,91110118MACAWGUQX6,2023-03-07
北京鑫盛兴行商贸有限公司,91110118MACAA66M74,2023-09-18
北京哲庆科技有限公司,91110118MAC9QMUXXX,2023-03-10
北京远行知止科技有限公司,91110118MACAL7QY52,2023-03-10
北京万象集数字营销有限公司,91110118MAC90U64XE,2023-03-02
北京鑫达维业科技服务有限公司,91110118MACBAE925P,2023-03-10
北京永利途胜建设工程有限公司,91110118MACB07G93G,2023-03-10
北京瀚沐博科技有限公司,91110118MAC9R0E2X8,2023-03-10
北京九炬科技有限公司,91110118MACALJN86J,2023-03-10
北京天成世茂企业管理有限公司,91110118MACBB41M6G,2023-03-10
北京乘鹏科技有限责任公司,91110118MACB0T1JXE,2023-03-10
北京岚月琳美容有限公司,91110118MAC9UHXC5P,2023-03-10
北京学华科技有限责任公司,91110118MACAYYTU61,2023-03-10
北京柏源物业管理有限公司,91110118MACBABDJ1W,2023-07-17
北京煜尤商贸有限公司,91110118MAC90TG24G,2023-03-02
北京国郝科技有限公司,91110118MAC8F52Y2H,2023-02-27
北京德荣京源科技有限公司,91110118MAC6JAC1X6,2023-01-03
北京北斗国际旅行社有限公司密云分社,91110118MACGEPRJ50,2023-05-11
北京源森环创环能科技有限公司,91110118MAC76KN5XR,2023-01-04
北京扬帆环宇建筑劳务有限公司,91110118MAC6KYXN47,2023-01-04
北京嘉杨再生资源回收有限公司,91110118MAC6XXNJ6P,2023-01-04
中汇胜达（北京）科技有限公司,91110114MAC6XW9B9Y,2023-09-15
北京玥琳科技有限公司,91110108MAC74YWJ9U,2023-08-21
北京和生财建筑工程有限公司,91110118MAC74CPM90,2023-07-28
北京旺时亿商贸有限公司,91110118MAC6QMMY4P,2023-07-27
北京中蜂易购贸易有限公司,91110118MAC5D4697K,2023-02-13
北京顺龙莹嘉商贸中心,91110118MAC6DMMW7R,2023-02-17
北京惠顺意科技有限公司,91110118MAC6DM0215,2023-05-10
北京云道引擎企业管理咨询中心,91110118MAC6DHAC3H,2023-01-09
北京缔尔德联智能科技有限公司,91110118MAC74Y9X7L,2023-01-09
北京爱宠日记商贸有限公司,91110118MAC6DJ8839,2023-01-09
北京梓熙宸新能源技术中心（有限合伙）,91110118MAC5D8X81F,2023-01-09
北京卡布拉斯科技有限责任公司,91110105MAC7545B56,2023-05-15
北京简达财利科技有限公司,91110118MAC6DJ517D,2023-07-27
北京欧陆立达贸易有限公司,91110102MAC7541U5L,2023-07-04
北京羽岚商贸有限公司,91110118MAC6BCY38M,2023-01-06
北京安然心选农产品有限公司,91110118MAC6825F8L,2023-03-07
爱斌（北京）贸易有限公司,91110118MAC5D55XXX,2023-01-09
北京九州鼎力自动门技术有限公司,91110118MAC70ETF0E,2023-01-05
北京宇恒门窗有限公司,91110118MAC6BDKL93,2023-01-06
北京运通伟业汽车租赁有限公司,91110118MAC7JGQLXU,2023-10-30
北京君成未来信息产业有限公司,91110118MAC54UWK42,2023-09-26
北京亿德中鼎商业管理有限公司,91110118MAC7GN2X83,2023-01-05
北京刘福保健推拿技术开发有限公司,91110118MAC7JH6L5J,2023-01-06
北京鑫域华成建筑工程有限公司,91110118MAC6JEAC82,2023-10-09
北京清雅轩文化传媒有限公司,91110118MAC74NXU54,2023-01-03
北京合盛同升科技有限公司,91110118MAC7GN427F,2023-01-16
北京路路先生餐饮有限公司,91110118MAC6RE632M,2023-01-09
北京顺科郎郎商贸有限公司,91110118MAC6Y4DE8R,2023-10-16
景朝（北京）管理技术中心（有限合伙）,91110118MAC5G24608,2023-01-09
北京溪水成泉餐饮管理有限公司,91110118MAC56QPU1E,2023-01-04
北京汨语江华科技有限公司,91110111MAC68NAE9E,2023-08-07
北京轩辕鑫发达商贸有限公司,91110118MAC5G1D57Q,2023-01-09
北京奥尔兴生物科技有限公司,91110118MAC7PEQQ87,2023-01-11
北京乐尚优品网络科技有限公司,91110118MAC6Y4PU5N,2023-01-04
钰景（北京）企业管理发展中心（有限合伙）,91110118MAC6RDJU3E,2023-01-09
北京师神文化传播有限公司,91110118MAC787RJ5N,2023-01-11
中科盛景（北京）文化有限公司,91110114MAC7PL8W1C,2023-09-14
北京惠心缘科技有限公司,91110118MAC7PEW97B,2023-01-11
北京亿宏建筑劳务有限公司,91110118MAC74MGE3F,2023-01-03
嗣汉（北京）文化发展中心（有限合伙）,91110118MAC5L4BK21,2023-07-31
北京展庭房地产营销策划有限公司,91110118MAC5KBQB80,2023-01-12
中福世纪（北京）科技有限公司,91110118MAC7J2784C,2023-01-12
北京筑城苑建筑工程有限公司,91110118MAC6YB2M2J,2023-01-12
北京津江佳电新能源科技有限公司,91110118MAC7073C19,2023-05-15
北京富辉日旺科技有限公司,91110118MAC7A3DB0E,2023-01-12
北京豪悦昌荣商贸有限公司,91110118MAC5L3591A,2023-02-28
北京晟晖建筑租赁有限公司,91110118MAC5MY1H1N,2023-01-13
北京全城无忧家政有限公司,91110116MAC64U593P,2023-05-10
北京馥兴科技有限公司,91110118MAC5MY081P,2023-01-13
北京天创恒佳工程咨询有限公司,91110118MAC7J4HK1M,2023-01-12
北京蛟洋国际贸易有限公司,91110118MAC5N06B7E,2023-01-13
北京秦辉英盛咨询服务有限公司,91110118MAC7A4BHXA,2023-01-12
北京乐庭置业咨询有限公司,91110118MAC6XK236E,2023-03-06
北京苟朱朱商贸有限公司,91110118MAC734D56U,2023-01-16
北京宏大天合新能源有限公司,91110118MAC5U8CJ0J,2023-01-17
北京祥和源农业发展有限公司,91110118MAC5J4FM3D,2023-01-12
北京予杉企业咨询有限公司,91110118MAC6P9EK8J,2023-01-18
北京无忧无虑养老服务有限公司,91110118MAC7J12393,2023-01-12
北京众鑫鸿盈建筑工程有限公司,91110118MAC6LF8Y93,2023-01-16
北京顺发腾龙商贸有限公司,91110118MAC5J2H198,2023-01-12
北京联飞盛业商贸有限公司密云分公司,91110118MAC5L4Q203,2023-01-12
北京金鑫利达建筑装饰有限公司,91110118MAC83FMK7W,2023-01-13
北京润泽天下工程技术有限公司,91110118MAC5MY727U,2023-01-13
北京利增生态采摘园有限公司,91110118MAC7QW610D,2023-01-17
北京天籁清音文化传媒有限公司,91110118MAC765W56F,2023-01-17
北京蓝鸟咨询管理有限公司,91110118MAC54UAY9N,2023-01-03
北京六禄科技有限公司,91110118MAC6P4UP79,2023-01-18
六品凡人（北京）网络科技有限公司密云销售分公司,91110118MAC5XDQT1M,2023-05-11
北京科莱达瑞科技有限公司,91110118MAC6XE6W2E,2023-01-12
北京鑫海锐智能科技有限公司,91110118MAC7GX2B5R,2023-01-18
中城荣信建设发展有限公司,91110118MAC767Y70Q,2023-10-25
北京青藤影视文化传媒有限公司,91110118MAC95U428N,2023-09-27
北京天溪谷裕香电子商务有限公司,91110108MAC7NEBY79,2023-08-10
北京浩杨轩餐饮有限公司,91110118MAC77TY847,2023-01-18
北京仁诚事捷建筑工程有限公司,91110118MAC6P74M54,2023-04-04
北京三盛通起重吊装有限公司,91110118MAC5XFCW25,2023-01-18
北京悬蜂谷文化科技有限公司,91110118MAC5D6094N,2023-01-09
北京隆平国际贸易服务有限公司,91110118MAC77RT520,2023-01-18
叁竖道文化传媒（北京）有限公司,91110118MAC6PBGR33,2023-01-18
北京昀一咨询服务中心,91110118MAC5D65E7H,2023-01-09
北京中恒盛企业管理中心（有限合伙）,91110118MAC7XBLP3Q,2023-01-29
北京幄帷筹运文化传播有限公司,91110118MAC8GPEHXM,2023-01-10
北京泰智华科技有限公司,91110118MAC8A1P37Q,2023-01-10
北京昊沐科技发展有限公司,91110118MAC6QRK907,2023-01-09
北京中网天富新能源科技有限公司,91110118MAC6Q93F25,2023-01-19
北京东方运河人文化艺术有限公司密云分公司,91110118MAC5AHJ642,2023-01-05
北京亿线悦众文化传播有限公司,91110118MAC7GJY351,2023-07-27
北京中泷绿建能源科技有限公司,91110118MAC7GKJE26,2023-10-09
北京宝龙祥和保洁有限责任公司,91110118MAC7GR6X43,2023-01-05
北京怡诺星辰文化发展有限公司,91110118MAC8H25X6P,2023-10-07
北京越和丰科技有限公司,91110118MAC8H3N46M,2023-01-10
北京木子成峰建材销售有限公司,91110118MAC7QKFY5W,2023-01-17
北京无界贸易有限公司,91110118MAC7N55B6Y,2023-10-30
北京云山墅商务文化有限公司,91110118MAC737QT3C,2023-04-17
北京野田嘉禾商贸有限公司,91110118MAC54N8D59,2023-08-17
北京世纪鑫洋机电设备销售有限公司,91110118MAC54PJF7H,2023-01-03
北京中峰德达建筑工程有限公司,91110117MAC70KPH8X,2023-09-28
华让企服（北京）科技发展有限公司,91110118MAC5XT7J2X,2023-08-14
中元信达（北京）数字科技有限公司,91110118MAC7QK2R5X,2023-08-29
北京洁力净保洁有限公司,91110118MAC70KRF49,2023-07-27
北京盛祥和瑞科技有限公司,91110118MAC5XT846H,2023-01-20
北京艳阳高照信息服务咨询有限公司,91110118MAC709GYXT,2023-05-18
北京盈励服饰有限责任公司第一分公司,91110114MAC6HTL93D,2023-07-18
北京易达顺程供应链管理有限公司,91110118MAC7GKJD4B,2023-07-26
北京顺启安途建筑工程有限公司,91110118MAC5MT1D52,2023-01-13
北京湃合科技有限公司,91110118MAC6JHTH8P,2023-05-17
北京驰尚建设工程有限公司,91110118MAC74Q1T16,2023-01-03
北京曦曦科技发展有限公司,91110118MAC8PQEJ83,2023-01-10
北京福佑五哥商贸有限公司,91110118MAC6JQ4Y28,2023-01-13
